Coord1,Coord2,Coord3,Ind,Character,Kart,Wheel,Glider,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
Mini-Turbo,Ground Speed,Water Handling,2795,Koopa Troopa,Landship,Slim,Peach Parasol,5.0,14.0,7.0,12.0,14.0,6.0,9.0,7.0,7.0,17.0,18.0,13.0,17.0
Mini-Turbo,Ground Speed,Water Handling,2785,Koopa Troopa,Steel Driver,Roller,Peach Parasol,7.0,13.0,4.0,12.0,14.0,6.0,10.0,5.0,6.0,14.0,18.0,13.0,15.0
Mini-Turbo,Ground Speed,Water Handling,4987,Metal Mario,Landship,Roller,Wario Wing,12.0,14.0,10.0,11.0,14.0,10.0,16.0,9.0,15.0,12.0,13.0,9.0,11.0
Mini-Turbo,Ground Speed,Water Handling,2173,Koopa Troopa,Blue Falcon,Roller,Wario Wing,4.0,14.0,4.0,12.0,14.0,7.0,7.0,7.0,10.0,15.0,16.0,17.0,14.0
Mini-Turbo,Ground Speed,Water Handling,5013,Metal Mario,Landship,Roller,Peach Parasol,11.0,15.0,10.0,11.0,15.0,9.0,16.0,9.0,14.0,12.0,13.0,9.0,12.0
Mini-Turbo,Ground Speed,Water Handling,5001,Rosalina,Landship,Roller,Wario Wing,9.0,14.0,11.0,13.0,15.0,9.0,15.0,8.0,14.0,12.0,13.0,9.0,11.0
Mini-Turbo,Ground Speed,Water Handling,3591,Baby Peach,Landship,Slim,Peach Parasol,3.0,14.0,9.0,12.0,15.0,4.0,7.0,5.0,5.0,19.0,20.0,15.0,19.0
Mini-Turbo,Ground Speed,Water Handling,3581,Baby Peach,Steel Driver,Roller,Peach Parasol,5.0,13.0,6.0,12.0,15.0,4.0,8.0,3.0,4.0,16.0,20.0,15.0,17.0
Mini-Turbo,Ground Speed,Water Handling,3131,Baby Peach,Blue Falcon,Roller,Wario Wing,2.0,14.0,6.0,12.0,15.0,5.0,5.0,5.0,8.0,17.0,18.0,19.0,16.0
Mini-Turbo,Ground Speed,Water Handling,3123,Baby Peach,Prancer,Roller,Wario Wing,3.0,13.0,6.0,11.0,15.0,5.0,6.0,4.0,8.0,18.0,18.0,16.0,18.0
Mini-Turbo,Ground Speed,Water Handling,4867,Donkey Kong,Landship,Roller,Peach Parasol,9.0,15.0,12.0,10.0,15.0,10.0,17.0,10.0,15.0,11.0,12.0,8.0,11.0
Mini-Turbo,Ground Speed,Water Handling,1293,Luigi,Landship,Roller,Wario Wing,8.0,15.0,7.0,11.0,15.0,8.0,14.0,7.0,13.0,14.0,15.0,11.0,13.0
Mini-Turbo,Ground Speed,Water Handling,4959,Donkey Kong,Biddybuggy,Roller,Peach Parasol,9.0,16.0,13.0,8.0,16.0,9.0,13.0,12.0,14.0,12.0,11.0,11.0,12.0
Mini-Turbo,Ground Speed,Water Handling,5021,Rosalina,Landship,Roller,Peach Parasol,8.0,15.0,11.0,13.0,16.0,8.0,15.0,8.0,13.0,12.0,13.0,9.0,12.0
Mini-Turbo,Ground Speed,Water Handling,3017,Koopa Troopa,Landship,Button,Wario Wing,4.0,16.0,4.0,14.0,16.0,5.0,9.0,5.0,8.0,16.0,17.0,14.0,14.0
Mini-Turbo,Ground Speed,Water Handling,2985,Toad,Landship,Roller,Wario Wing,5.0,17.0,5.0,14.0,16.0,5.0,11.0,4.0,10.0,16.0,17.0,13.0,15.0
Mini-Turbo,Ground Speed,Water Handling,2213,Cat Peach,Landship,Roller,Wario Wing,5.0,17.0,4.0,13.0,16.0,6.0,12.0,5.0,11.0,15.0,16.0,12.0,14.0
Mini-Turbo,Ground Speed,Water Handling,1347,Luigi,Landship,Roller,Peach Parasol,7.0,16.0,7.0,11.0,16.0,7.0,14.0,7.0,12.0,14.0,15.0,11.0,14.0
Mini-Turbo,Ground Speed,Water Handling,1371,Tanooki Mario,Landship,Roller,Wario Wing,7.0,16.0,9.0,11.0,16.0,7.0,13.0,6.0,12.0,14.0,15.0,11.0,13.0
Mini-Turbo,Ground Speed,Water Handling,1357,Peach,Landship,Roller,Wario Wing,6.0,16.0,5.0,13.0,16.0,7.0,13.0,6.0,12.0,14.0,15.0,11.0,13.0
Mini-Turbo,Ground Speed,Water Handling,1739,Peach,Landship,Roller,Peach Parasol,5.0,17.0,5.0,13.0,17.0,6.0,13.0,6.0,11.0,14.0,15.0,11.0,14.0
Mini-Turbo,Ground Speed,Water Handling,3055,Koopa Troopa,Landship,Roller,Wario Wing,4.0,17.0,3.0,15.0,17.0,4.0,10.0,3.0,9.0,17.0,18.0,14.0,16.0
Mini-Turbo,Ground Speed,Water Handling,5091,Cat Peach,Landship,Roller,Peach Parasol,4.0,18.0,4.0,13.0,17.0,5.0,12.0,5.0,10.0,15.0,16.0,12.0,15.0
Mini-Turbo,Ground Speed,Water Handling,5025,Rosalina,Biddybuggy,Roller,Peach Parasol,8.0,16.0,12.0,11.0,17.0,7.0,11.0,10.0,12.0,13.0,12.0,12.0,13.0
Mini-Turbo,Ground Speed,Water Handling,1747,Tanooki Mario,Landship,Roller,Peach Parasol,6.0,17.0,9.0,11.0,17.0,6.0,13.0,6.0,11.0,14.0,15.0,11.0,14.0
Mini-Turbo,Ground Speed,Water Handling,3653,Baby Peach,Landship,Button,Wario Wing,2.0,16.0,6.0,14.0,17.0,3.0,7.0,3.0,6.0,18.0,19.0,16.0,16.0
Mini-Turbo,Ground Speed,Water Handling,5043,Baby Peach,Landship,Roller,Wario Wing,2.0,17.0,5.0,15.0,18.0,2.0,8.0,1.0,7.0,19.0,20.0,16.0,18.0
Mini-Turbo,Ground Speed,Water Handling,5093,Cat Peach,Biddybuggy,Roller,Peach Parasol,4.0,19.0,5.0,11.0,18.0,4.0,8.0,7.0,9.0,16.0,15.0,15.0,16.0
Mini-Turbo,Ground Speed,Water Handling,2199,Tanooki Mario,Biddybuggy,Roller,Peach Parasol,6.0,18.0,10.0,9.0,18.0,5.0,9.0,8.0,10.0,15.0,14.0,14.0,15.0
Mini-Turbo,Ground Speed,Water Handling,3283,Koopa Troopa,Landship,Roller,Peach Parasol,3.0,18.0,3.0,15.0,18.0,3.0,10.0,3.0,8.0,17.0,18.0,14.0,17.0
Mini-Turbo,Ground Speed,Water Handling,2197,Peach,Biddybuggy,Roller,Peach Parasol,5.0,18.0,6.0,11.0,18.0,5.0,9.0,8.0,10.0,15.0,14.0,14.0,15.0
Mini-Turbo,Ground Speed,Water Handling,5071,Baby Peach,Landship,Roller,Peach Parasol,1.0,18.0,5.0,15.0,19.0,1.0,8.0,1.0,6.0,19.0,20.0,16.0,19.0
Mini-Turbo,Ground Speed,Water Handling,3623,Koopa Troopa,Biddybuggy,Roller,Peach Parasol,3.0,19.0,4.0,13.0,19.0,2.0,6.0,5.0,7.0,18.0,17.0,17.0,18.0
Mini-Turbo,Ground Speed,Water Handling,5081,Baby Peach,Biddybuggy,Roller,Peach Parasol,1.0,19.0,6.0,13.0,20.0,0.0,4.0,3.0,5.0,20.0,19.0,19.0,20.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3044,Wario,Circuit Special,Slick,Super Glider,16.0,3.0,13.0,3.0,2.0,20.0,12.0,18.0,14.0,5.0,2.0,6.0,3.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3036,Wario,Blue Falcon,Slick,Super Glider,13.0,5.0,11.0,5.0,4.0,19.0,13.0,18.0,15.0,6.0,4.0,9.0,4.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3058,Wario,Blue Falcon,Slim,Super Glider,12.0,6.0,11.0,6.0,6.0,18.0,15.0,18.0,17.0,8.0,8.0,10.0,7.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,922,Luigi,Blue Falcon,Slick,Super Glider,10.0,7.0,11.0,5.0,6.0,15.0,9.0,14.0,11.0,10.0,8.0,13.0,8.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2524,Metal Mario,Blue Falcon,Slim,Super Glider,13.0,7.0,14.0,6.0,7.0,16.0,13.0,16.0,15.0,10.0,10.0,12.0,9.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2650,Donkey Kong,Blue Falcon,Slim,Super Glider,11.0,7.0,16.0,5.0,7.0,17.0,14.0,17.0,16.0,9.0,9.0,11.0,8.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,974,Luigi,Blue Falcon,Slim,Super Glider,9.0,8.0,11.0,6.0,8.0,14.0,11.0,14.0,13.0,12.0,12.0,14.0,11.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2226,Baby Peach,Blue Falcon,Slick,Super Glider,4.0,9.0,9.0,9.0,9.0,9.0,3.0,8.0,5.0,15.0,13.0,18.0,13.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1284,Toad,Blue Falcon,Slim,Super Glider,6.0,10.0,9.0,9.0,9.0,11.0,8.0,11.0,10.0,14.0,14.0,16.0,13.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,300,Tanooki Mario,Blue Falcon,Slim,Super Glider,8.0,9.0,13.0,6.0,9.0,13.0,10.0,13.0,12.0,12.0,12.0,14.0,11.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3070,Wario,Blue Falcon,Button,Super Glider,10.0,9.0,8.0,8.0,9.0,16.0,15.0,16.0,17.0,7.0,7.0,11.0,5.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,202,Luigi,Blue Falcon,Standard,Super Glider,9.0,10.0,9.0,10.0,9.0,13.0,12.0,12.0,14.0,11.0,11.0,14.0,10.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,204,Luigi,Blue Falcon,Slim,Cloud Glider,8.0,9.0,11.0,6.0,9.0,13.0,11.0,15.0,12.0,12.0,12.0,14.0,12.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,210,Peach,Blue Falcon,Slim,Super Glider,7.0,9.0,9.0,8.0,9.0,13.0,10.0,13.0,12.0,12.0,12.0,14.0,11.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2792,Metal Mario,Blue Falcon,Button,Super Glider,11.0,10.0,11.0,8.0,10.0,14.0,13.0,14.0,15.0,9.0,9.0,13.0,7.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1376,Koopa Troopa,Blue Falcon,Slim,Super Glider,5.0,10.0,7.0,10.0,10.0,10.0,7.0,10.0,9.0,15.0,15.0,17.0,14.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2690,Donkey Kong,Blue Falcon,Button,Super Glider,9.0,10.0,13.0,7.0,10.0,15.0,14.0,15.0,16.0,8.0,8.0,12.0,6.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2868,Metal Mario,Blue Falcon,Roller,Super Glider,11.0,11.0,10.0,9.0,11.0,13.0,14.0,12.0,16.0,10.0,10.0,13.0,9.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2870,Metal Mario,Blue Falcon,Button,Cloud Glider,10.0,11.0,11.0,8.0,11.0,13.0,13.0,15.0,14.0,9.0,9.0,13.0,8.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2854,Rosalina,Blue Falcon,Button,Super Glider,8.0,10.0,12.0,10.0,11.0,13.0,12.0,13.0,14.0,9.0,9.0,13.0,7.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2556,Donkey Kong,Blue Falcon,Roller,Super Glider,9.0,11.0,12.0,8.0,11.0,14.0,15.0,13.0,17.0,9.0,9.0,12.0,8.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2558,Donkey Kong,Blue Falcon,Button,Cloud Glider,8.0,11.0,13.0,7.0,11.0,14.0,14.0,16.0,15.0,8.0,8.0,12.0,7.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1664,Baby Peach,Blue Falcon,Slim,Super Glider,3.0,10.0,9.0,10.0,11.0,8.0,5.0,8.0,7.0,17.0,17.0,19.0,16.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1084,Luigi,Blue Falcon,Button,Super Glider,7.0,11.0,8.0,8.0,11.0,12.0,11.0,12.0,13.0,11.0,11.0,15.0,9.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1962,Baby Peach,Blue Falcon,Slim,Cloud Glider,2.0,11.0,9.0,10.0,12.0,7.0,5.0,9.0,6.0,17.0,17.0,19.0,17.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1960,Baby Peach,Blue Falcon,Standard,Super Glider,3.0,12.0,7.0,14.0,12.0,7.0,6.0,6.0,8.0,16.0,16.0,19.0,15.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3010,Metal Mario,Blue Falcon,Roller,Cloud Glider,10.0,12.0,10.0,9.0,12.0,12.0,14.0,13.0,15.0,10.0,10.0,13.0,10.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2992,Rosalina,Blue Falcon,Button,Cloud Glider,7.0,11.0,12.0,10.0,12.0,12.0,12.0,14.0,13.0,9.0,9.0,13.0,8.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,330,Luigi,Blue Falcon,Roller,Super Glider,7.0,12.0,7.0,9.0,12.0,11.0,12.0,10.0,14.0,12.0,12.0,15.0,11.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,672,Toad,Blue Falcon,Button,Super Glider,4.0,13.0,6.0,11.0,12.0,9.0,8.0,9.0,10.0,13.0,13.0,17.0,11.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2610,Donkey Kong,Blue Falcon,Roller,Cloud Glider,8.0,12.0,12.0,8.0,12.0,13.0,15.0,14.0,16.0,9.0,9.0,12.0,9.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,522,Cat Peach,Blue Falcon,Button,Super Glider,4.0,13.0,5.0,10.0,12.0,10.0,9.0,10.0,11.0,12.0,12.0,16.0,10.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,388,Tanooki Mario,Blue Falcon,Button,Super Glider,6.0,12.0,10.0,8.0,12.0,11.0,10.0,11.0,12.0,11.0,11.0,15.0,9.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,338,Peach,Blue Falcon,Button,Super Glider,5.0,12.0,6.0,10.0,12.0,11.0,10.0,11.0,12.0,11.0,11.0,15.0,9.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,332,Luigi,Blue Falcon,Button,Cloud Glider,6.0,12.0,8.0,8.0,12.0,11.0,11.0,13.0,12.0,11.0,11.0,15.0,10.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2990,Rosalina,Blue Falcon,Roller,Super Glider,8.0,11.0,11.0,11.0,12.0,12.0,13.0,11.0,15.0,10.0,10.0,13.0,9.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2888,Donkey Kong,Pipe Frame,Button,Super Glider,10.0,13.0,15.0,8.0,13.0,12.0,15.0,12.0,14.0,11.0,9.0,11.0,7.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2890,Donkey Kong,Mach 8,Roller,Cloud Glider,11.0,12.0,13.0,9.0,13.0,12.0,16.0,15.0,17.0,9.0,8.0,11.0,10.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,48,Peach,Blue Falcon,Roller,Super Glider,5.0,13.0,5.0,11.0,13.0,10.0,11.0,9.0,13.0,12.0,12.0,15.0,11.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2898,Donkey Kong,Standard Bike,Roller,Super Glider,10.0,13.0,14.0,10.0,13.0,12.0,15.0,13.0,17.0,11.0,9.0,11.0,10.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2900,Donkey Kong,Standard Bike,Button,Cloud Glider,9.0,13.0,15.0,9.0,13.0,12.0,14.0,16.0,15.0,10.0,8.0,11.0,9.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2908,Wario,Biddybuggy,Button,Super Glider,10.0,13.0,8.0,9.0,13.0,12.0,14.0,14.0,15.0,10.0,8.0,11.0,8.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,50,Peach,Blue Falcon,Button,Cloud Glider,4.0,13.0,6.0,10.0,13.0,10.0,10.0,12.0,11.0,11.0,11.0,15.0,10.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,34,Luigi,Blue Falcon,Roller,Cloud Glider,6.0,13.0,7.0,9.0,13.0,10.0,12.0,11.0,13.0,12.0,12.0,15.0,12.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,88,Tanooki Mario,Blue Falcon,Roller,Super Glider,6.0,13.0,9.0,9.0,13.0,10.0,11.0,9.0,13.0,12.0,12.0,15.0,11.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,620,Cat Peach,Blue Falcon,Roller,Super Glider,4.0,14.0,4.0,11.0,13.0,9.0,10.0,8.0,12.0,13.0,13.0,16.0,12.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,622,Cat Peach,Blue Falcon,Button,Cloud Glider,3.0,14.0,5.0,10.0,13.0,9.0,9.0,11.0,10.0,12.0,12.0,16.0,11.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,90,Tanooki Mario,Blue Falcon,Button,Cloud Glider,5.0,13.0,10.0,8.0,13.0,10.0,10.0,12.0,11.0,11.0,11.0,15.0,10.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3112,Rosalina,Blue Falcon,Roller,Cloud Glider,7.0,12.0,11.0,11.0,13.0,11.0,13.0,12.0,14.0,10.0,10.0,13.0,10.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1208,Koopa Troopa,Blue Falcon,Button,Super Glider,3.0,13.0,4.0,12.0,13.0,8.0,7.0,8.0,9.0,14.0,14.0,18.0,12.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3156,Metal Mario,Biddybuggy,Button,Super Glider,11.0,14.0,11.0,9.0,14.0,10.0,12.0,12.0,13.0,12.0,10.0,13.0,10.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1820,Baby Peach,Blue Falcon,Button,Super Glider,1.0,13.0,6.0,12.0,14.0,6.0,5.0,6.0,7.0,16.0,16.0,20.0,14.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,896,Cat Peach,Blue Falcon,Roller,Cloud Glider,3.0,15.0,4.0,11.0,14.0,8.0,10.0,9.0,11.0,13.0,13.0,16.0,13.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,168,Tanooki Mario,Blue Falcon,Roller,Cloud Glider,5.0,14.0,9.0,9.0,14.0,9.0,11.0,10.0,12.0,12.0,12.0,15.0,12.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,140,Peach,Blue Falcon,Roller,Cloud Glider,4.0,14.0,5.0,11.0,14.0,9.0,11.0,10.0,12.0,12.0,12.0,15.0,12.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2930,Donkey Kong,Biddybuggy,Button,Super Glider,9.0,14.0,13.0,8.0,14.0,11.0,13.0,13.0,14.0,11.0,9.0,12.0,9.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1478,Koopa Troopa,Blue Falcon,Button,Cloud Glider,2.0,14.0,4.0,12.0,14.0,7.0,7.0,9.0,8.0,14.0,14.0,18.0,13.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1476,Koopa Troopa,Blue Falcon,Roller,Super Glider,3.0,14.0,3.0,13.0,14.0,7.0,8.0,6.0,10.0,15.0,15.0,18.0,14.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3076,Donkey Kong,Biddybuggy,Roller,Super Glider,9.0,15.0,12.0,9.0,15.0,10.0,14.0,11.0,15.0,12.0,10.0,12.0,11.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3170,Rosalina,Biddybuggy,Button,Super Glider,8.0,14.0,12.0,11.0,15.0,9.0,11.0,11.0,12.0,12.0,10.0,13.0,10.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3180,Metal Mario,Biddybuggy,Roller,Super Glider,11.0,15.0,10.0,10.0,15.0,9.0,13.0,10.0,14.0,13.0,11.0,13.0,12.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3182,Metal Mario,Biddybuggy,Button,Cloud Glider,10.0,15.0,11.0,9.0,15.0,9.0,12.0,13.0,12.0,12.0,10.0,13.0,11.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3078,Donkey Kong,Biddybuggy,Button,Cloud Glider,8.0,15.0,13.0,8.0,15.0,10.0,13.0,14.0,13.0,11.0,9.0,12.0,10.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2138,Baby Peach,Blue Falcon,Roller,Super Glider,1.0,14.0,5.0,13.0,15.0,5.0,6.0,4.0,8.0,17.0,17.0,20.0,16.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,746,Luigi,Biddybuggy,Button,Super Glider,7.0,15.0,8.0,9.0,15.0,8.0,10.0,10.0,11.0,14.0,12.0,15.0,12.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1726,Koopa Troopa,Blue Falcon,Roller,Cloud Glider,2.0,15.0,3.0,13.0,15.0,6.0,8.0,7.0,9.0,15.0,15.0,18.0,15.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2140,Baby Peach,Blue Falcon,Button,Cloud Glider,0.0,14.0,6.0,12.0,15.0,5.0,5.0,7.0,6.0,16.0,16.0,20.0,15.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1990,Toad,Biddybuggy,Button,Super Glider,4.0,17.0,6.0,12.0,16.0,5.0,7.0,7.0,8.0,16.0,14.0,17.0,14.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2016,Koopa Troopa,Pipe Frame,Button,Super Glider,4.0,16.0,6.0,13.0,16.0,5.0,8.0,5.0,7.0,17.0,15.0,17.0,13.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2018,Koopa Troopa,Mach 8,Roller,Cloud Glider,5.0,15.0,4.0,14.0,16.0,5.0,9.0,8.0,10.0,15.0,14.0,17.0,16.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2026,Koopa Troopa,Standard Bike,Roller,Super Glider,4.0,16.0,5.0,15.0,16.0,5.0,8.0,6.0,10.0,17.0,15.0,17.0,16.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,824,Tanooki Mario,Biddybuggy,Button,Super Glider,6.0,16.0,10.0,9.0,16.0,7.0,9.0,9.0,10.0,14.0,12.0,15.0,12.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,798,Luigi,Biddybuggy,Roller,Super Glider,7.0,16.0,7.0,10.0,16.0,7.0,11.0,8.0,12.0,15.0,13.0,15.0,14.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2028,Koopa Troopa,Standard Bike,Button,Cloud Glider,3.0,16.0,6.0,14.0,16.0,5.0,7.0,9.0,8.0,16.0,14.0,17.0,15.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3188,Rosalina,Biddybuggy,Roller,Super Glider,8.0,15.0,11.0,12.0,16.0,8.0,12.0,9.0,13.0,13.0,11.0,13.0,12.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3190,Rosalina,Biddybuggy,Button,Cloud Glider,7.0,15.0,12.0,11.0,16.0,8.0,11.0,12.0,11.0,12.0,10.0,13.0,11.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2316,Baby Peach,Blue Falcon,Roller,Cloud Glider,0.0,15.0,5.0,13.0,16.0,4.0,6.0,5.0,7.0,17.0,17.0,20.0,17.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3194,Metal Mario,Biddybuggy,Roller,Cloud Glider,10.0,16.0,10.0,10.0,16.0,8.0,13.0,11.0,13.0,13.0,11.0,13.0,13.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,810,Peach,Biddybuggy,Button,Super Glider,5.0,16.0,6.0,11.0,16.0,7.0,9.0,9.0,10.0,14.0,12.0,15.0,12.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3130,Donkey Kong,Biddybuggy,Roller,Cloud Glider,8.0,16.0,12.0,9.0,16.0,9.0,14.0,12.0,14.0,12.0,10.0,12.0,12.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1514,Cat Peach,Biddybuggy,Button,Super Glider,4.0,17.0,5.0,11.0,16.0,6.0,8.0,8.0,9.0,15.0,13.0,16.0,13.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,800,Luigi,Biddybuggy,Button,Cloud Glider,6.0,16.0,8.0,9.0,16.0,7.0,10.0,11.0,10.0,14.0,12.0,15.0,13.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2370,Baby Peach,Standard Bike,Roller,Super Glider,2.0,16.0,7.0,15.0,17.0,3.0,6.0,4.0,8.0,19.0,17.0,19.0,18.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3258,Cat Peach,Biddybuggy,Roller,Super Glider,4.0,18.0,4.0,12.0,17.0,5.0,9.0,6.0,10.0,16.0,14.0,16.0,15.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3196,Rosalina,Biddybuggy,Roller,Cloud Glider,7.0,16.0,11.0,12.0,17.0,7.0,12.0,10.0,12.0,13.0,11.0,13.0,13.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1248,Luigi,Biddybuggy,Roller,Cloud Glider,6.0,17.0,7.0,10.0,17.0,6.0,11.0,9.0,11.0,15.0,13.0,15.0,15.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1260,Tanooki Mario,Biddybuggy,Roller,Super Glider,6.0,17.0,9.0,10.0,17.0,6.0,10.0,7.0,11.0,15.0,13.0,15.0,14.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1254,Peach,Biddybuggy,Button,Cloud Glider,4.0,17.0,6.0,11.0,17.0,6.0,9.0,10.0,9.0,14.0,12.0,15.0,13.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2372,Baby Peach,Standard Bike,Button,Cloud Glider,1.0,16.0,8.0,14.0,17.0,3.0,5.0,7.0,6.0,18.0,16.0,19.0,17.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1262,Tanooki Mario,Biddybuggy,Button,Cloud Glider,5.0,17.0,10.0,9.0,17.0,6.0,9.0,10.0,9.0,14.0,12.0,15.0,13.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2362,Baby Peach,Mach 8,Roller,Cloud Glider,3.0,15.0,6.0,14.0,17.0,3.0,7.0,6.0,8.0,17.0,16.0,19.0,18.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2060,Koopa Troopa,Biddybuggy,Button,Super Glider,3.0,17.0,4.0,13.0,17.0,4.0,6.0,6.0,7.0,17.0,15.0,18.0,15.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3260,Cat Peach,Biddybuggy,Button,Cloud Glider,3.0,18.0,5.0,11.0,17.0,5.0,8.0,9.0,8.0,15.0,13.0,16.0,14.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2360,Baby Peach,Pipe Frame,Button,Super Glider,2.0,16.0,8.0,13.0,17.0,3.0,6.0,3.0,5.0,19.0,17.0,19.0,15.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1252,Peach,Biddybuggy,Roller,Super Glider,5.0,17.0,5.0,12.0,17.0,6.0,10.0,7.0,11.0,15.0,13.0,15.0,14.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3212,Baby Peach,Biddybuggy,Button,Super Glider,1.0,17.0,6.0,13.0,18.0,2.0,4.0,4.0,5.0,19.0,17.0,20.0,17.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2262,Koopa Troopa,Biddybuggy,Button,Cloud Glider,2.0,18.0,4.0,13.0,18.0,3.0,6.0,7.0,6.0,17.0,15.0,18.0,16.0
