Coord1,Coord2,Ind,Character,Kart,Wheel,Glider,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
Water Speed,Water Handling,296,Toad,Landship,Roller,Super Glider,4.0,17.0,4.0,15.0,17.0,6.0,13.0,4.0,11.0,16.0,16.0,14.0,15.0
Water Speed,Water Handling,297,Toad,Landship,Roller,Cloud Glider,3.0,18.0,4.0,15.0,18.0,5.0,13.0,5.0,10.0,16.0,16.0,14.0,16.0
Water Speed,Water Handling,794,Cat Peach,Steel Driver,Roller,Wario Wing,9.0,12.0,5.0,10.0,13.0,10.0,13.0,8.0,10.0,12.0,16.0,11.0,12.0
Water Speed,Water Handling,808,Cat Peach,Landship,Roller,Wario Wing,5.0,17.0,4.0,13.0,16.0,7.0,13.0,6.0,12.0,15.0,16.0,12.0,14.0
Water Speed,Water Handling,809,Cat Peach,Landship,Roller,Peach Parasol,4.0,18.0,4.0,13.0,17.0,6.0,13.0,6.0,11.0,15.0,16.0,12.0,15.0
Water Speed,Water Handling,795,Cat Peach,Steel Driver,Roller,Peach Parasol,8.0,13.0,5.0,10.0,14.0,9.0,13.0,8.0,9.0,12.0,16.0,11.0,13.0
Water Speed,Water Handling,288,Toad,Steel Driver,Roller,Super Glider,8.0,12.0,5.0,12.0,14.0,9.0,13.0,6.0,9.0,13.0,16.0,13.0,13.0
Water Speed,Water Handling,3242,Luigi,Steel Driver,Roller,Wario Wing,12.0,10.0,8.0,8.0,13.0,12.0,15.0,10.0,12.0,11.0,15.0,10.0,11.0
Water Speed,Water Handling,3243,Luigi,Steel Driver,Roller,Peach Parasol,11.0,11.0,8.0,8.0,14.0,11.0,15.0,10.0,11.0,11.0,15.0,10.0,12.0
Water Speed,Water Handling,3256,Luigi,Landship,Roller,Wario Wing,8.0,15.0,7.0,11.0,16.0,9.0,15.0,8.0,14.0,14.0,15.0,11.0,13.0
Water Speed,Water Handling,3257,Luigi,Landship,Roller,Peach Parasol,7.0,16.0,7.0,11.0,17.0,8.0,15.0,8.0,13.0,14.0,15.0,11.0,14.0
Water Speed,Water Handling,3821,Luigi,Landship,Roller,Cloud Glider,6.0,16.0,6.0,12.0,17.0,8.0,16.0,8.0,13.0,14.0,14.0,12.0,14.0
Water Speed,Water Handling,3812,Luigi,Steel Driver,Roller,Super Glider,11.0,10.0,7.0,9.0,13.0,12.0,16.0,9.0,12.0,11.0,14.0,11.0,11.0
Water Speed,Water Handling,3813,Luigi,Steel Driver,Roller,Cloud Glider,10.0,11.0,7.0,9.0,14.0,11.0,16.0,10.0,11.0,11.0,14.0,11.0,12.0
Water Speed,Water Handling,3820,Luigi,Landship,Roller,Super Glider,7.0,15.0,6.0,12.0,16.0,9.0,16.0,7.0,14.0,14.0,14.0,12.0,13.0
Water Speed,Water Handling,4291,Donkey Kong,Steel Driver,Roller,Peach Parasol,13.0,10.0,13.0,7.0,12.0,13.0,17.0,12.0,13.0,8.0,12.0,7.0,9.0
Water Speed,Water Handling,4290,Donkey Kong,Steel Driver,Roller,Wario Wing,14.0,9.0,13.0,7.0,11.0,14.0,17.0,12.0,14.0,8.0,12.0,7.0,8.0
Water Speed,Water Handling,4419,Metal Mario,Landship,Roller,Cloud Glider,10.0,15.0,9.0,12.0,15.0,9.0,17.0,9.0,14.0,12.0,12.0,10.0,12.0
Water Speed,Water Handling,4411,Metal Mario,Steel Driver,Roller,Cloud Glider,14.0,10.0,10.0,9.0,12.0,12.0,17.0,11.0,12.0,9.0,12.0,9.0,10.0
Water Speed,Water Handling,4418,Metal Mario,Landship,Roller,Super Glider,11.0,14.0,9.0,12.0,14.0,10.0,17.0,8.0,15.0,12.0,12.0,10.0,11.0
Water Speed,Water Handling,4401,Rosalina,Landship,Roller,Cloud Glider,7.0,15.0,10.0,14.0,16.0,9.0,17.0,9.0,14.0,12.0,12.0,10.0,12.0
Water Speed,Water Handling,4400,Rosalina,Landship,Roller,Super Glider,8.0,14.0,10.0,14.0,15.0,10.0,17.0,8.0,15.0,12.0,12.0,10.0,11.0
Water Speed,Water Handling,4393,Rosalina,Steel Driver,Roller,Cloud Glider,11.0,10.0,11.0,11.0,13.0,12.0,17.0,11.0,12.0,9.0,12.0,9.0,10.0
Water Speed,Water Handling,4392,Rosalina,Steel Driver,Roller,Super Glider,12.0,9.0,11.0,11.0,12.0,13.0,17.0,10.0,13.0,9.0,12.0,9.0,9.0
Water Speed,Water Handling,4305,Donkey Kong,Landship,Roller,Peach Parasol,9.0,15.0,12.0,10.0,15.0,10.0,17.0,10.0,15.0,11.0,12.0,8.0,11.0
Water Speed,Water Handling,4304,Donkey Kong,Landship,Roller,Wario Wing,10.0,14.0,12.0,10.0,14.0,11.0,17.0,10.0,16.0,11.0,12.0,8.0,10.0
Water Speed,Water Handling,4410,Metal Mario,Steel Driver,Roller,Super Glider,15.0,9.0,10.0,9.0,11.0,13.0,17.0,10.0,13.0,9.0,12.0,9.0,9.0
Water Speed,Water Handling,5191,Wario,Steel Driver,Roller,Peach Parasol,14.0,9.0,8.0,8.0,11.0,14.0,18.0,13.0,14.0,7.0,11.0,6.0,8.0
Water Speed,Water Handling,5205,Wario,Landship,Roller,Peach Parasol,10.0,14.0,7.0,11.0,14.0,11.0,18.0,11.0,16.0,10.0,11.0,7.0,10.0
Water Speed,Water Handling,5204,Wario,Landship,Roller,Wario Wing,11.0,13.0,7.0,11.0,13.0,12.0,18.0,11.0,17.0,10.0,11.0,7.0,9.0
Water Speed,Water Handling,5190,Wario,Steel Driver,Roller,Wario Wing,15.0,8.0,8.0,8.0,10.0,15.0,18.0,13.0,15.0,7.0,11.0,6.0,7.0
Water Speed,Water Handling,5164,Donkey Kong,Steel Driver,Roller,Super Glider,13.0,9.0,12.0,8.0,11.0,14.0,18.0,11.0,14.0,8.0,11.0,8.0,8.0
Water Speed,Water Handling,5172,Donkey Kong,Landship,Roller,Super Glider,9.0,14.0,11.0,11.0,14.0,11.0,18.0,9.0,16.0,11.0,11.0,9.0,10.0
Water Speed,Water Handling,5165,Donkey Kong,Steel Driver,Roller,Cloud Glider,12.0,10.0,12.0,8.0,12.0,13.0,18.0,12.0,13.0,8.0,11.0,8.0,9.0
Water Speed,Water Handling,5173,Donkey Kong,Landship,Roller,Cloud Glider,8.0,15.0,11.0,11.0,15.0,10.0,18.0,10.0,15.0,11.0,11.0,9.0,11.0
Water Speed,Water Handling,5252,Wario,Steel Driver,Roller,Super Glider,14.0,8.0,7.0,9.0,10.0,15.0,19.0,12.0,15.0,7.0,10.0,7.0,7.0
Water Speed,Water Handling,5253,Wario,Steel Driver,Roller,Cloud Glider,13.0,9.0,7.0,9.0,11.0,14.0,19.0,13.0,14.0,7.0,10.0,7.0,8.0
Water Speed,Water Handling,5260,Wario,Landship,Roller,Super Glider,10.0,13.0,6.0,12.0,13.0,12.0,19.0,10.0,17.0,10.0,10.0,8.0,9.0
Water Speed,Water Handling,5261,Wario,Landship,Roller,Cloud Glider,9.0,14.0,6.0,12.0,14.0,11.0,19.0,11.0,16.0,10.0,10.0,8.0,10.0
Water Speed,Water Handling,5274,Wario,Landship,Off-Road,Super Glider,13.0,10.0,9.0,14.0,9.0,15.0,20.0,12.0,15.0,7.0,7.0,6.0,7.0
Water Speed,Water Handling,5272,Wario,Steel Driver,Off-Road,Super Glider,17.0,5.0,10.0,11.0,6.0,18.0,20.0,14.0,13.0,4.0,7.0,5.0,5.0
Water Speed,Water Handling,5273,Wario,Steel Driver,Off-Road,Cloud Glider,16.0,6.0,10.0,11.0,7.0,17.0,20.0,15.0,12.0,4.0,7.0,5.0,6.0
Water Speed,Water Handling,5275,Wario,Landship,Off-Road,Cloud Glider,12.0,11.0,9.0,14.0,10.0,14.0,20.0,13.0,14.0,7.0,7.0,6.0,8.0
Water Speed,Anti-gravity Handling,6090,Baby Peach,Blue Falcon,Roller,Super Glider,1.0,14.0,5.0,13.0,16.0,6.0,7.0,5.0,9.0,17.0,17.0,20.0,16.0
Water Speed,Anti-gravity Handling,6091,Baby Peach,Blue Falcon,Roller,Cloud Glider,0.0,15.0,5.0,13.0,17.0,5.0,7.0,6.0,8.0,17.0,17.0,20.0,17.0
Water Speed,Anti-gravity Handling,5485,Baby Peach,Mach 8,Roller,Cloud Glider,3.0,15.0,6.0,14.0,18.0,4.0,8.0,7.0,9.0,17.0,16.0,19.0,18.0
Water Speed,Anti-gravity Handling,5484,Baby Peach,Mach 8,Roller,Super Glider,4.0,14.0,6.0,14.0,17.0,5.0,8.0,6.0,10.0,17.0,16.0,19.0,17.0
Water Speed,Anti-gravity Handling,5477,Baby Peach,Pipe Frame,Roller,Cloud Glider,1.0,18.0,7.0,14.0,19.0,2.0,8.0,3.0,6.0,20.0,18.0,19.0,18.0
Water Speed,Anti-gravity Handling,5476,Baby Peach,Pipe Frame,Roller,Super Glider,2.0,17.0,7.0,14.0,18.0,3.0,8.0,2.0,7.0,20.0,18.0,19.0,17.0
Water Speed,Anti-gravity Handling,4721,Koopa Troopa,Blue Falcon,Roller,Cloud Glider,2.0,15.0,3.0,13.0,16.0,7.0,9.0,8.0,10.0,15.0,15.0,18.0,15.0
Water Speed,Anti-gravity Handling,4846,Baby Peach,Tanooki Kart,Roller,Super Glider,4.0,13.0,8.0,17.0,16.0,4.0,9.0,4.0,9.0,19.0,18.0,18.0,18.0
Water Speed,Anti-gravity Handling,4847,Baby Peach,Tanooki Kart,Roller,Cloud Glider,3.0,14.0,8.0,17.0,17.0,3.0,9.0,5.0,8.0,19.0,18.0,18.0,19.0
Water Speed,Anti-gravity Handling,4720,Koopa Troopa,Blue Falcon,Roller,Super Glider,3.0,14.0,3.0,13.0,15.0,8.0,9.0,7.0,11.0,15.0,15.0,18.0,14.0
Water Speed,Anti-gravity Handling,2865,Baby Peach,Landship,Roller,Cloud Glider,0.0,18.0,4.0,16.0,19.0,2.0,10.0,2.0,7.0,19.0,19.0,17.0,19.0
Water Speed,Anti-gravity Handling,2864,Baby Peach,Landship,Roller,Super Glider,1.0,17.0,4.0,16.0,18.0,3.0,10.0,1.0,8.0,19.0,19.0,17.0,18.0
Water Speed,Anti-gravity Handling,2723,Koopa Troopa,Mach 8,Roller,Cloud Glider,5.0,15.0,4.0,14.0,17.0,6.0,10.0,9.0,11.0,15.0,14.0,17.0,16.0
Water Speed,Anti-gravity Handling,2715,Koopa Troopa,Pipe Frame,Roller,Cloud Glider,3.0,18.0,5.0,14.0,18.0,4.0,10.0,5.0,8.0,18.0,16.0,17.0,16.0
Water Speed,Anti-gravity Handling,2714,Koopa Troopa,Pipe Frame,Roller,Super Glider,4.0,17.0,5.0,14.0,17.0,5.0,10.0,4.0,9.0,18.0,16.0,17.0,15.0
Water Speed,Anti-gravity Handling,2722,Koopa Troopa,Mach 8,Roller,Super Glider,6.0,14.0,4.0,14.0,16.0,7.0,10.0,8.0,12.0,15.0,14.0,17.0,15.0
Water Speed,Anti-gravity Handling,2620,Toad,Blue Falcon,Roller,Super Glider,4.0,14.0,5.0,12.0,15.0,9.0,10.0,8.0,12.0,14.0,14.0,17.0,13.0
Water Speed,Anti-gravity Handling,2621,Toad,Blue Falcon,Roller,Cloud Glider,3.0,15.0,5.0,12.0,16.0,8.0,10.0,9.0,11.0,14.0,14.0,17.0,14.0
Water Speed,Anti-gravity Handling,2342,Cat Peach,Blue Falcon,Roller,Super Glider,4.0,14.0,4.0,11.0,14.0,10.0,11.0,9.0,13.0,13.0,13.0,16.0,12.0
Water Speed,Anti-gravity Handling,1987,Koopa Troopa,Tanooki Kart,Roller,Cloud Glider,5.0,14.0,6.0,17.0,16.0,5.0,11.0,7.0,10.0,17.0,16.0,16.0,17.0
Water Speed,Anti-gravity Handling,1986,Koopa Troopa,Tanooki Kart,Roller,Super Glider,6.0,13.0,6.0,17.0,15.0,6.0,11.0,6.0,11.0,17.0,16.0,16.0,16.0
Water Speed,Anti-gravity Handling,1861,Toad,Mach 8,Roller,Cloud Glider,6.0,15.0,6.0,13.0,17.0,7.0,11.0,10.0,12.0,14.0,13.0,16.0,15.0
Water Speed,Anti-gravity Handling,1860,Toad,Mach 8,Roller,Super Glider,7.0,14.0,6.0,13.0,16.0,8.0,11.0,9.0,13.0,14.0,13.0,16.0,14.0
Water Speed,Anti-gravity Handling,1853,Toad,Pipe Frame,Roller,Cloud Glider,4.0,18.0,7.0,13.0,18.0,5.0,11.0,6.0,9.0,17.0,15.0,16.0,15.0
Water Speed,Anti-gravity Handling,1852,Toad,Pipe Frame,Roller,Super Glider,5.0,17.0,7.0,13.0,17.0,6.0,11.0,5.0,10.0,17.0,15.0,16.0,14.0
Water Speed,Anti-gravity Handling,2343,Cat Peach,Blue Falcon,Roller,Cloud Glider,3.0,15.0,4.0,11.0,15.0,9.0,11.0,10.0,12.0,13.0,13.0,16.0,13.0
Water Speed,Anti-gravity Handling,941,Luigi,Blue Falcon,Roller,Cloud Glider,6.0,13.0,7.0,9.0,15.0,11.0,13.0,12.0,14.0,12.0,12.0,15.0,12.0
Water Speed,Anti-gravity Handling,940,Luigi,Blue Falcon,Roller,Super Glider,7.0,12.0,7.0,9.0,14.0,12.0,13.0,11.0,15.0,12.0,12.0,15.0,11.0
Water Speed,Anti-gravity Handling,80,Luigi,Pipe Frame,Roller,Super Glider,8.0,15.0,9.0,10.0,16.0,9.0,14.0,8.0,13.0,15.0,13.0,14.0,12.0
Water Speed,Anti-gravity Handling,89,Luigi,Mach 8,Roller,Cloud Glider,9.0,13.0,8.0,10.0,16.0,10.0,14.0,13.0,15.0,12.0,11.0,14.0,13.0
Water Speed,Anti-gravity Handling,88,Luigi,Mach 8,Roller,Super Glider,10.0,12.0,8.0,10.0,15.0,11.0,14.0,12.0,16.0,12.0,11.0,14.0,12.0
Water Speed,Anti-gravity Handling,81,Luigi,Pipe Frame,Roller,Cloud Glider,7.0,16.0,9.0,10.0,17.0,8.0,14.0,9.0,12.0,15.0,13.0,14.0,13.0
Water Speed,Anti-gravity Handling,3163,Luigi,Tanooki Kart,Roller,Cloud Glider,9.0,12.0,10.0,13.0,15.0,9.0,15.0,11.0,14.0,14.0,13.0,13.0,14.0
Water Speed,Anti-gravity Handling,3162,Luigi,Tanooki Kart,Roller,Super Glider,10.0,11.0,10.0,13.0,14.0,10.0,15.0,10.0,15.0,14.0,13.0,13.0,13.0
Water Speed,Anti-gravity Handling,3716,Luigi,Landship,Roller,Super Glider,7.0,15.0,6.0,12.0,16.0,9.0,16.0,7.0,14.0,14.0,14.0,12.0,13.0
Water Speed,Anti-gravity Handling,3717,Luigi,Landship,Roller,Cloud Glider,6.0,16.0,6.0,12.0,17.0,8.0,16.0,8.0,13.0,14.0,14.0,12.0,14.0
Water Speed,Anti-gravity Handling,4315,Metal Mario,Landship,Roller,Cloud Glider,10.0,15.0,9.0,12.0,15.0,9.0,17.0,9.0,14.0,12.0,12.0,10.0,12.0
Water Speed,Anti-gravity Handling,4105,Luigi,Landship,Off-Road,Cloud Glider,9.0,13.0,9.0,14.0,13.0,11.0,17.0,10.0,11.0,11.0,11.0,10.0,12.0
Water Speed,Anti-gravity Handling,4297,Rosalina,Landship,Roller,Cloud Glider,7.0,15.0,10.0,14.0,16.0,9.0,17.0,9.0,14.0,12.0,12.0,10.0,12.0
Water Speed,Anti-gravity Handling,4296,Rosalina,Landship,Roller,Super Glider,8.0,14.0,10.0,14.0,15.0,10.0,17.0,8.0,15.0,12.0,12.0,10.0,11.0
Water Speed,Anti-gravity Handling,4235,Wario,Mach 8,Roller,Cloud Glider,12.0,11.0,8.0,10.0,13.0,13.0,17.0,16.0,18.0,8.0,7.0,10.0,9.0
Water Speed,Anti-gravity Handling,4234,Wario,Mach 8,Roller,Super Glider,13.0,10.0,8.0,10.0,12.0,14.0,17.0,15.0,19.0,8.0,7.0,10.0,8.0
Water Speed,Anti-gravity Handling,4227,Wario,Pipe Frame,Roller,Cloud Glider,10.0,14.0,9.0,10.0,14.0,11.0,17.0,12.0,15.0,11.0,9.0,10.0,9.0
Water Speed,Anti-gravity Handling,4226,Wario,Pipe Frame,Roller,Super Glider,11.0,13.0,9.0,10.0,13.0,12.0,17.0,11.0,16.0,11.0,9.0,10.0,8.0
Water Speed,Anti-gravity Handling,4211,Donkey Kong,Tanooki Kart,Roller,Cloud Glider,11.0,11.0,15.0,12.0,13.0,11.0,17.0,13.0,16.0,11.0,10.0,10.0,11.0
Water Speed,Anti-gravity Handling,4210,Donkey Kong,Tanooki Kart,Roller,Super Glider,12.0,10.0,15.0,12.0,12.0,12.0,17.0,12.0,17.0,11.0,10.0,10.0,10.0
Water Speed,Anti-gravity Handling,4314,Metal Mario,Landship,Roller,Super Glider,11.0,14.0,9.0,12.0,14.0,10.0,17.0,8.0,15.0,12.0,12.0,10.0,11.0
Water Speed,Anti-gravity Handling,4104,Luigi,Landship,Off-Road,Super Glider,10.0,12.0,9.0,14.0,12.0,12.0,17.0,9.0,12.0,11.0,11.0,10.0,11.0
Water Speed,Anti-gravity Handling,6284,Donkey Kong,Landship,Roller,Super Glider,9.0,14.0,11.0,11.0,14.0,11.0,18.0,9.0,16.0,11.0,11.0,9.0,10.0
Water Speed,Anti-gravity Handling,6285,Donkey Kong,Landship,Roller,Cloud Glider,8.0,15.0,11.0,11.0,15.0,10.0,18.0,10.0,15.0,11.0,11.0,9.0,11.0
Water Speed,Anti-gravity Handling,6326,Wario,Tanooki Kart,Roller,Super Glider,13.0,9.0,10.0,13.0,11.0,13.0,18.0,13.0,18.0,10.0,9.0,9.0,9.0
Water Speed,Anti-gravity Handling,6327,Wario,Tanooki Kart,Roller,Cloud Glider,12.0,10.0,10.0,13.0,12.0,12.0,18.0,14.0,17.0,10.0,9.0,9.0,10.0
Water Speed,Anti-gravity Handling,6372,Wario,Landship,Roller,Super Glider,10.0,13.0,6.0,12.0,13.0,12.0,19.0,10.0,17.0,10.0,10.0,8.0,9.0
Water Speed,Anti-gravity Handling,6373,Wario,Landship,Roller,Cloud Glider,9.0,14.0,6.0,12.0,14.0,11.0,19.0,11.0,16.0,10.0,10.0,8.0,10.0
Water Speed,Anti-gravity Handling,6386,Wario,Landship,Off-Road,Super Glider,13.0,10.0,9.0,14.0,9.0,15.0,20.0,12.0,15.0,7.0,7.0,6.0,7.0
Water Speed,Anti-gravity Handling,6387,Wario,Landship,Off-Road,Cloud Glider,12.0,11.0,9.0,14.0,10.0,14.0,20.0,13.0,14.0,7.0,7.0,6.0,8.0
Water Speed,Air Handling,4141,Baby Peach,Cat Cruiser,Roller,Cloud Glider,2.0,17.0,8.0,13.0,19.0,3.0,7.0,5.0,9.0,19.0,16.0,18.0,20.0
Water Speed,Air Handling,2913,Baby Peach,Landship,Roller,Cloud Glider,0.0,18.0,4.0,16.0,19.0,2.0,10.0,2.0,7.0,19.0,19.0,17.0,19.0
Water Speed,Air Handling,1971,Koopa Troopa,Landship,Roller,Cloud Glider,2.0,18.0,2.0,16.0,18.0,4.0,12.0,4.0,9.0,17.0,17.0,15.0,17.0
Water Speed,Air Handling,1035,Toad,Landship,Roller,Cloud Glider,3.0,18.0,4.0,15.0,18.0,5.0,13.0,5.0,10.0,16.0,16.0,14.0,16.0
Water Speed,Air Handling,731,Cat Peach,Landship,Roller,Cloud Glider,3.0,18.0,3.0,14.0,17.0,6.0,14.0,6.0,11.0,15.0,15.0,13.0,15.0
Water Speed,Air Handling,3165,Luigi,Landship,Roller,Cloud Glider,6.0,16.0,6.0,12.0,17.0,8.0,16.0,8.0,13.0,14.0,14.0,12.0,14.0
Water Speed,Air Handling,3553,Luigi,Landship,Off-Road,Cloud Glider,9.0,13.0,9.0,14.0,13.0,11.0,17.0,10.0,11.0,11.0,11.0,10.0,12.0
Water Speed,Air Handling,3745,Rosalina,Landship,Roller,Cloud Glider,7.0,15.0,10.0,14.0,16.0,9.0,17.0,9.0,14.0,12.0,12.0,10.0,12.0
Water Speed,Air Handling,3763,Metal Mario,Landship,Roller,Cloud Glider,10.0,15.0,9.0,12.0,15.0,9.0,17.0,9.0,14.0,12.0,12.0,10.0,12.0
Water Speed,Air Handling,4387,Donkey Kong,Landship,Roller,Cloud Glider,8.0,15.0,11.0,11.0,15.0,10.0,18.0,10.0,15.0,11.0,11.0,9.0,11.0
Water Speed,Air Handling,4475,Wario,Landship,Roller,Cloud Glider,9.0,14.0,6.0,12.0,14.0,11.0,19.0,11.0,16.0,10.0,10.0,8.0,10.0
Water Speed,Air Handling,4489,Wario,Landship,Off-Road,Cloud Glider,12.0,11.0,9.0,14.0,10.0,14.0,20.0,13.0,14.0,7.0,7.0,6.0,8.0
Anti-gravity Speed,Air Speed,22,Bowser,Mach 8,Sponge,Wario Wing,16.0,8.0,12.0,10.0,11.0,15.0,14.0,17.0,20.0,5.0,4.0,6.0,6.0
Anti-gravity Speed,Air Speed,146,Wario,Mach 8,Sponge,Wario Wing,15.0,8.0,11.0,11.0,11.0,15.0,14.0,17.0,20.0,6.0,5.0,7.0,7.0
Anti-gravity Speed,Air Speed,253,Bowser,Mach 8,Standard,Wario Wing,17.0,8.0,12.0,9.0,10.0,16.0,16.0,18.0,19.0,6.0,6.0,7.0,6.0
Anti-gravity Speed,Air Speed,327,Wario,Mach 8,Standard,Wario Wing,16.0,8.0,11.0,10.0,10.0,16.0,16.0,18.0,19.0,7.0,7.0,8.0,7.0
Anti-gravity Speed,Air Speed,387,Bowser,Mach 8,Slim,Wario Wing,17.0,6.0,14.0,5.0,9.0,17.0,15.0,20.0,18.0,7.0,7.0,7.0,7.0
Anti-gravity Speed,Air Speed,393,Wario,Mach 8,Slim,Wario Wing,16.0,6.0,13.0,6.0,9.0,17.0,15.0,20.0,18.0,8.0,8.0,8.0,8.0
Anti-gravity Speed,Ground Handling,3575,Baby Peach,Biddybuggy,Slim,Peach Parasol,3.0,15.0,10.0,10.0,17.0,4.0,4.0,8.0,5.0,20.0,19.0,18.0,20.0
Anti-gravity Speed,Ground Handling,3574,Baby Peach,Biddybuggy,Slim,Wario Wing,4.0,14.0,10.0,10.0,16.0,5.0,4.0,8.0,6.0,20.0,19.0,18.0,19.0
Anti-gravity Speed,Ground Handling,3573,Baby Peach,Biddybuggy,Slim,Cloud Glider,2.0,15.0,9.0,11.0,17.0,4.0,5.0,8.0,5.0,20.0,18.0,19.0,20.0
Anti-gravity Speed,Ground Handling,2149,Baby Peach,Standard Bike,Slim,Cloud Glider,3.0,13.0,11.0,12.0,15.0,6.0,6.0,10.0,7.0,19.0,17.0,18.0,19.0
Anti-gravity Speed,Ground Handling,2150,Baby Peach,Standard Bike,Slim,Wario Wing,5.0,12.0,12.0,11.0,14.0,7.0,5.0,10.0,8.0,19.0,18.0,17.0,18.0
Anti-gravity Speed,Ground Handling,2151,Baby Peach,Standard Bike,Slim,Peach Parasol,4.0,13.0,12.0,11.0,15.0,6.0,5.0,10.0,7.0,19.0,18.0,17.0,19.0
Anti-gravity Speed,Ground Handling,415,Koopa Troopa,Standard Bike,Slim,Cloud Glider,5.0,13.0,9.0,12.0,14.0,8.0,8.0,12.0,9.0,17.0,15.0,16.0,17.0
Anti-gravity Speed,Ground Handling,416,Koopa Troopa,Standard Bike,Slim,Wario Wing,7.0,12.0,10.0,11.0,13.0,9.0,7.0,12.0,10.0,17.0,16.0,15.0,16.0
Anti-gravity Speed,Ground Handling,417,Koopa Troopa,Standard Bike,Slim,Peach Parasol,6.0,13.0,10.0,11.0,14.0,8.0,7.0,12.0,9.0,17.0,16.0,15.0,17.0
Anti-gravity Speed,Ground Handling,1138,Toad,Standard Bike,Slim,Cloud Glider,6.0,13.0,11.0,11.0,14.0,9.0,9.0,13.0,10.0,16.0,14.0,15.0,16.0
Anti-gravity Speed,Ground Handling,1139,Toad,Standard Bike,Slim,Wario Wing,8.0,12.0,12.0,10.0,13.0,10.0,8.0,13.0,11.0,16.0,15.0,14.0,15.0
Anti-gravity Speed,Ground Handling,1140,Toad,Standard Bike,Slim,Peach Parasol,7.0,13.0,12.0,10.0,14.0,9.0,8.0,13.0,10.0,16.0,15.0,14.0,16.0
Anti-gravity Speed,Ground Handling,3096,Cat Peach,Standard Bike,Slim,Peach Parasol,7.0,13.0,11.0,9.0,13.0,10.0,9.0,14.0,11.0,15.0,14.0,13.0,15.0
Anti-gravity Speed,Ground Handling,2462,Luigi,Biddybuggy,Slim,Cloud Glider,8.0,13.0,11.0,7.0,15.0,10.0,11.0,14.0,11.0,15.0,13.0,14.0,15.0
Anti-gravity Speed,Ground Handling,3094,Cat Peach,Standard Bike,Slim,Cloud Glider,6.0,13.0,10.0,10.0,13.0,10.0,10.0,14.0,11.0,15.0,13.0,14.0,15.0
Anti-gravity Speed,Ground Handling,2464,Luigi,Biddybuggy,Slim,Peach Parasol,9.0,13.0,12.0,6.0,15.0,10.0,10.0,14.0,11.0,15.0,14.0,13.0,15.0
Anti-gravity Speed,Ground Handling,2463,Luigi,Biddybuggy,Slim,Wario Wing,10.0,12.0,12.0,6.0,14.0,11.0,10.0,14.0,12.0,15.0,14.0,13.0,14.0
Anti-gravity Speed,Ground Handling,3095,Cat Peach,Standard Bike,Slim,Wario Wing,8.0,12.0,11.0,9.0,12.0,11.0,9.0,14.0,12.0,15.0,14.0,13.0,14.0
Anti-gravity Speed,Ground Handling,3762,Luigi,Standard Bike,Slim,Peach Parasol,10.0,11.0,14.0,7.0,13.0,12.0,11.0,16.0,13.0,14.0,13.0,12.0,14.0
Anti-gravity Speed,Ground Handling,3761,Luigi,Standard Bike,Slim,Wario Wing,11.0,10.0,14.0,7.0,12.0,13.0,11.0,16.0,14.0,14.0,13.0,12.0,13.0
Anti-gravity Speed,Ground Handling,3760,Luigi,Standard Bike,Slim,Cloud Glider,9.0,11.0,13.0,8.0,13.0,12.0,12.0,16.0,13.0,14.0,12.0,13.0,14.0
Anti-gravity Speed,Ground Handling,4431,Metal Mario,Standard Bike,Slim,Wario Wing,15.0,9.0,17.0,7.0,10.0,14.0,12.0,17.0,15.0,12.0,11.0,10.0,11.0
Anti-gravity Speed,Ground Handling,4430,Metal Mario,Standard Bike,Slim,Cloud Glider,13.0,10.0,16.0,8.0,11.0,13.0,13.0,17.0,14.0,12.0,10.0,11.0,12.0
Anti-gravity Speed,Ground Handling,4412,Rosalina,Standard Bike,Slim,Peach Parasol,11.0,10.0,18.0,9.0,12.0,13.0,12.0,17.0,14.0,12.0,11.0,10.0,12.0
Anti-gravity Speed,Ground Handling,4411,Rosalina,Standard Bike,Slim,Wario Wing,12.0,9.0,18.0,9.0,11.0,14.0,12.0,17.0,15.0,12.0,11.0,10.0,11.0
Anti-gravity Speed,Ground Handling,4432,Metal Mario,Standard Bike,Slim,Peach Parasol,14.0,10.0,17.0,7.0,11.0,13.0,12.0,17.0,14.0,12.0,11.0,10.0,12.0
Anti-gravity Speed,Ground Handling,4204,Luigi,Mach 8,Slim,Peach Parasol,12.0,9.0,13.0,6.0,13.0,13.0,12.0,17.0,14.0,12.0,12.0,12.0,13.0
Anti-gravity Speed,Ground Handling,4203,Luigi,Mach 8,Slim,Wario Wing,13.0,8.0,13.0,6.0,12.0,14.0,12.0,17.0,15.0,12.0,12.0,12.0,12.0
Anti-gravity Speed,Ground Handling,4202,Luigi,Mach 8,Slim,Cloud Glider,11.0,9.0,12.0,7.0,13.0,13.0,13.0,17.0,14.0,12.0,11.0,13.0,13.0
Anti-gravity Speed,Ground Handling,4410,Rosalina,Standard Bike,Slim,Cloud Glider,10.0,10.0,17.0,10.0,12.0,13.0,13.0,17.0,14.0,12.0,10.0,11.0,12.0
Anti-gravity Speed,Ground Handling,4504,Donkey Kong,Standard Bike,Slim,Cloud Glider,11.0,10.0,18.0,7.0,11.0,14.0,14.0,18.0,15.0,11.0,9.0,10.0,11.0
