,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling,Character,Kart,Wheel,Glider
475,15.0,3.0,9.0,9.0,6.0,17.0,13.0,11.0,12.0,8.0,8.0,8.0,6.0,Luigi,Badwagon,Metal,Super Glider
4165,15.0,7.0,13.0,10.0,8.0,16.0,16.0,13.0,14.0,8.0,7.0,8.0,9.0,Metal Mario,Prancer,Off-Road,Super Glider
4068,15.0,12.0,16.0,9.0,13.0,12.0,13.0,14.0,16.0,11.0,9.0,9.0,12.0,Metal Mario,Cat Cruiser,Standard,Peach Parasol
2815,15.0,7.0,17.0,6.0,8.0,17.0,13.0,16.0,16.0,7.0,7.0,7.0,6.0,Donkey Kong,Circuit Special,Standard,Wario Wing
2265,15.0,7.0,14.0,5.0,9.0,17.0,16.0,17.0,17.0,8.0,6.0,7.0,8.0,Bowser,Standard Kart,Slim,Super Glider
3221,15.0,8.0,15.0,5.0,10.0,16.0,14.0,18.0,18.0,10.0,8.0,7.0,10.0,Wario,Cat Cruiser,Slim,Wario Wing
5419,15.0,7.0,13.0,11.0,10.0,13.0,13.0,11.0,9.0,7.0,12.0,6.0,8.0,Tanooki Mario,Steel Driver,Monster,Wario Wing
4147,15.0,8.0,13.0,8.0,10.0,15.0,14.0,14.0,16.0,10.0,10.0,8.0,10.0,Metal Mario,Prancer,Standard,Wario Wing
3209,15.0,10.0,13.0,9.0,11.0,15.0,15.0,16.0,19.0,9.0,7.0,7.0,9.0,Wario,Cat Cruiser,Standard,Wario Wing
2653,15.0,9.0,18.0,10.0,11.0,14.0,14.0,15.0,14.0,6.0,6.0,5.0,8.0,Donkey Kong,Standard Kart,Monster,Peach Parasol
2830,15.0,6.0,17.0,8.0,6.0,18.0,15.0,15.0,14.0,5.0,4.0,7.0,5.0,Donkey Kong,Circuit Special,Off-Road,Super Glider
4098,15.0,8.0,14.0,8.0,9.0,15.0,13.0,15.0,14.0,8.0,7.0,9.0,8.0,Metal Mario,Circuit Special,Standard,Cloud Glider
3166,15.0,8.0,11.0,12.0,9.0,16.0,18.0,18.0,16.0,5.0,4.0,8.0,7.0,Wario,Mach 8,Off-Road,Cloud Glider
2313,15.0,11.0,14.0,10.0,10.0,14.0,17.0,14.0,13.0,7.0,6.0,6.0,6.0,Bowser,Pipe Frame,Off-Road,Peach Parasol
3186,15.0,5.0,11.0,6.0,8.0,17.0,18.0,17.0,13.0,7.0,10.0,6.0,8.0,Wario,Steel Driver,Slim,Cloud Glider
4095,15.0,11.0,16.0,10.0,13.0,12.0,11.0,13.0,18.0,10.0,7.0,8.0,11.0,Metal Mario,Cat Cruiser,Sponge,Wario Wing
2284,15.0,9.0,13.0,9.0,11.0,15.0,14.0,15.0,19.0,6.0,4.0,5.0,7.0,Bowser,Standard Kart,Sponge,Wario Wing
2807,15.0,10.0,19.0,9.0,10.0,15.0,15.0,15.0,16.0,8.0,6.0,7.0,9.0,Donkey Kong,Cat Cruiser,Off-Road,Wario Wing
2824,15.0,4.0,18.0,2.0,5.0,19.0,11.0,17.0,13.0,6.0,3.0,7.0,4.0,Donkey Kong,Circuit Special,Slick,Super Glider
4090,15.0,11.0,16.0,11.0,11.0,13.0,15.0,14.0,14.0,9.0,6.0,9.0,11.0,Metal Mario,Cat Cruiser,Off-Road,Cloud Glider
2288,15.0,11.0,13.0,9.0,11.0,14.0,16.0,14.0,16.0,9.0,8.0,7.0,6.0,Bowser,Pipe Frame,Standard,Wario Wing
4065,15.0,11.0,15.0,10.0,12.0,13.0,14.0,13.0,17.0,11.0,8.0,10.0,11.0,Metal Mario,Cat Cruiser,Standard,Super Glider
3183,15.0,8.0,8.0,8.0,10.0,15.0,18.0,13.0,15.0,7.0,11.0,6.0,7.0,Wario,Steel Driver,Roller,Wario Wing
2310,15.0,10.0,13.0,11.0,9.0,15.0,18.0,13.0,14.0,7.0,5.0,7.0,5.0,Bowser,Pipe Frame,Off-Road,Super Glider
4062,15.0,8.0,12.0,11.0,11.0,13.0,15.0,12.0,13.0,7.0,9.0,7.0,9.0,Metal Mario,Steel Driver,Sponge,Cloud Glider
2300,15.0,9.0,15.0,5.0,10.0,15.0,15.0,16.0,15.0,10.0,9.0,7.0,7.0,Bowser,Pipe Frame,Slim,Wario Wing
4105,15.0,6.0,16.0,4.0,8.0,16.0,12.0,17.0,13.0,9.0,8.0,9.0,9.0,Metal Mario,Circuit Special,Slim,Cloud Glider
2279,15.0,9.0,13.0,10.0,9.0,16.0,18.0,16.0,15.0,5.0,3.0,6.0,7.0,Bowser,Standard Kart,Off-Road,Cloud Glider
2664,15.0,6.0,15.0,6.0,8.0,17.0,16.0,13.0,16.0,8.0,6.0,7.0,6.0,Donkey Kong,Standard Kart,Metal,Super Glider
2663,15.0,7.0,19.0,3.0,8.0,17.0,12.0,17.0,14.0,8.0,5.0,7.0,7.0,Donkey Kong,Standard Kart,Slick,Wario Wing
4080,15.0,10.0,18.0,5.0,12.0,13.0,12.0,16.0,15.0,12.0,10.0,9.0,13.0,Metal Mario,Cat Cruiser,Slim,Peach Parasol
3206,15.0,7.0,10.0,10.0,10.0,15.0,16.0,14.0,15.0,5.0,8.0,4.0,7.0,Wario,Steel Driver,Sponge,Peach Parasol
3645,15.0,9.0,18.0,13.0,12.0,13.0,12.0,14.0,15.0,8.0,7.0,6.0,9.0,Rosalina,Cat Cruiser,Monster,Wario Wing
3171,15.0,8.0,11.0,11.0,11.0,15.0,14.0,17.0,20.0,6.0,5.0,7.0,7.0,Wario,Mach 8,Sponge,Wario Wing
653,15.0,7.0,14.0,15.0,11.0,12.0,13.0,13.0,13.0,10.0,11.0,8.0,10.0,Luigi,Tanooki Kart,Monster,Wario Wing
3203,15.0,6.0,9.0,11.0,9.0,16.0,17.0,13.0,16.0,5.0,7.0,5.0,6.0,Wario,Steel Driver,Sponge,Super Glider
2319,15.0,9.0,11.0,10.0,11.0,15.0,17.0,18.0,18.0,6.0,5.0,8.0,7.0,Bowser,Mach 8,Standard,Cloud Glider
666,15.0,5.0,12.0,10.0,9.0,14.0,14.0,12.0,14.0,12.0,12.0,9.0,9.0,Luigi,Tanooki Kart,Metal,Wario Wing
3197,15.0,7.0,9.0,7.0,9.0,16.0,17.0,15.0,14.0,6.0,10.0,6.0,5.0,Wario,Steel Driver,Button,Wario Wing
4056,15.0,9.0,12.0,7.0,11.0,13.0,15.0,13.0,11.0,8.0,12.0,8.0,8.0,Metal Mario,Steel Driver,Button,Peach Parasol
2822,15.0,5.0,19.0,2.0,7.0,18.0,12.0,18.0,15.0,8.0,8.0,7.0,7.0,Donkey Kong,Circuit Special,Slim,Wario Wing
4118,15.0,7.0,14.0,9.0,9.0,15.0,11.0,13.0,16.0,7.0,5.0,8.0,7.0,Metal Mario,Circuit Special,Sponge,Super Glider
2827,15.0,4.0,15.0,4.0,6.0,18.0,14.0,15.0,14.0,6.0,5.0,6.0,4.0,Donkey Kong,Circuit Special,Metal,Cloud Glider
2650,15.0,8.0,17.0,11.0,10.0,15.0,15.0,14.0,15.0,6.0,5.0,6.0,7.0,Donkey Kong,Standard Kart,Monster,Super Glider
2967,15.0,4.0,13.0,3.0,7.0,18.0,15.0,13.0,16.0,8.0,6.0,7.0,5.0,Donkey Kong,Sneeker,Metal,Super Glider
4177,15.0,11.0,13.0,13.0,12.0,11.0,12.0,12.0,12.0,9.0,8.0,9.0,9.0,Metal Mario,Biddybuggy,Monster,Super Glider
4258,15.0,11.0,15.0,11.0,11.0,13.0,13.0,15.0,16.0,11.0,10.0,10.0,10.0,Metal Mario,Standard Bike,Standard,Wario Wing
2750,15.0,8.0,15.0,8.0,10.0,15.0,17.0,14.0,13.0,7.0,11.0,6.0,8.0,Donkey Kong,Steel Driver,Standard,Peach Parasol
4255,15.0,8.0,13.0,7.0,11.0,14.0,11.0,13.0,17.0,9.0,7.0,8.0,9.0,Metal Mario,Sneeker,Sponge,Wario Wing
3607,15.0,7.0,14.0,11.0,10.0,15.0,16.0,13.0,13.0,8.0,12.0,7.0,8.0,Rosalina,Steel Driver,Standard,Wario Wing
4346,15.0,8.0,15.0,15.0,11.0,12.0,14.0,12.0,17.0,10.0,8.0,9.0,10.0,Metal Mario,Tanooki Kart,Sponge,Super Glider
4252,15.0,8.0,13.0,8.0,9.0,15.0,15.0,14.0,13.0,8.0,6.0,9.0,9.0,Metal Mario,Sneeker,Off-Road,Cloud Glider
4349,15.0,9.0,16.0,14.0,12.0,11.0,13.0,13.0,16.0,10.0,9.0,8.0,11.0,Metal Mario,Tanooki Kart,Sponge,Peach Parasol
3394,15.0,4.0,11.0,2.0,6.0,19.0,13.0,17.0,15.0,7.0,3.0,7.0,5.0,Wario,Sneeker,Slick,Super Glider
4340,15.0,9.0,15.0,11.0,11.0,12.0,14.0,14.0,15.0,11.0,11.0,10.0,9.0,Metal Mario,Tanooki Kart,Button,Wario Wing
3393,15.0,5.0,12.0,2.0,8.0,18.0,14.0,18.0,17.0,9.0,8.0,7.0,8.0,Wario,Sneeker,Slim,Wario Wing
3610,15.0,6.0,14.0,14.0,10.0,14.0,16.0,13.0,10.0,5.0,9.0,5.0,7.0,Rosalina,Steel Driver,Monster,Cloud Glider
2718,15.0,8.0,16.0,12.0,11.0,14.0,15.0,17.0,15.0,5.0,5.0,7.0,7.0,Donkey Kong,Mach 8,Monster,Cloud Glider
3370,15.0,7.0,8.0,9.0,8.0,16.0,18.0,12.0,16.0,8.0,9.0,4.0,5.0,Wario,Landship,Metal,Wario Wing
3588,15.0,6.0,17.0,7.0,9.0,16.0,11.0,18.0,14.0,8.0,6.0,9.0,7.0,Rosalina,Mach 8,Slick,Wario Wing
3358,15.0,9.0,10.0,14.0,10.0,14.0,17.0,13.0,15.0,6.0,8.0,3.0,6.0,Wario,Landship,Monster,Wario Wing
2715,15.0,9.0,16.0,9.0,11.0,15.0,15.0,17.0,18.0,8.0,8.0,9.0,8.0,Donkey Kong,Mach 8,Standard,Wario Wing
3339,15.0,8.0,9.0,7.0,9.0,15.0,14.0,14.0,15.0,9.0,8.0,7.0,6.0,Wario,Biddybuggy,Metal,Wario Wing
2759,15.0,5.0,16.0,5.0,8.0,17.0,17.0,15.0,13.0,8.0,11.0,7.0,8.0,Donkey Kong,Steel Driver,Slim,Super Glider
3386,15.0,7.0,10.0,6.0,9.0,17.0,15.0,16.0,18.0,8.0,7.0,7.0,7.0,Wario,Sneeker,Standard,Wario Wing
2727,15.0,7.0,18.0,5.0,10.0,16.0,14.0,19.0,17.0,9.0,9.0,9.0,9.0,Donkey Kong,Mach 8,Slim,Wario Wing
4261,15.0,10.0,15.0,14.0,11.0,12.0,13.0,15.0,13.0,8.0,7.0,8.0,9.0,Metal Mario,Standard Bike,Monster,Cloud Glider
3402,15.0,6.0,10.0,8.0,7.0,18.0,17.0,15.0,16.0,6.0,4.0,7.0,6.0,Wario,Sneeker,Off-Road,Super Glider
4303,15.0,6.0,15.0,4.0,7.0,17.0,10.0,17.0,13.0,8.0,7.0,10.0,6.0,Metal Mario,Blue Falcon,Slick,Wario Wing
4304,15.0,5.0,11.0,7.0,7.0,17.0,14.0,13.0,15.0,8.0,8.0,10.0,5.0,Metal Mario,Blue Falcon,Metal,Super Glider
4293,15.0,8.0,14.0,11.0,10.0,14.0,12.0,15.0,13.0,6.0,8.0,8.0,7.0,Metal Mario,Blue Falcon,Monster,Peach Parasol
4307,15.0,6.0,12.0,6.0,8.0,16.0,13.0,14.0,14.0,8.0,9.0,9.0,6.0,Metal Mario,Blue Falcon,Metal,Peach Parasol
3397,15.0,4.0,8.0,4.0,7.0,18.0,16.0,15.0,16.0,7.0,5.0,6.0,5.0,Wario,Sneeker,Metal,Cloud Glider
2742,15.0,9.0,17.0,10.0,10.0,15.0,16.0,17.0,15.0,6.0,6.0,8.0,8.0,Donkey Kong,Mach 8,Off-Road,Peach Parasol
4314,15.0,8.0,14.0,10.0,8.0,16.0,14.0,15.0,14.0,7.0,8.0,10.0,7.0,Metal Mario,Blue Falcon,Off-Road,Wario Wing
3599,15.0,8.0,16.0,13.0,10.0,15.0,15.0,16.0,15.0,7.0,7.0,9.0,8.0,Rosalina,Mach 8,Off-Road,Wario Wing
4317,15.0,9.0,15.0,14.0,11.0,12.0,16.0,14.0,15.0,11.0,10.0,10.0,11.0,Metal Mario,Tanooki Kart,Standard,Cloud Glider
4283,15.0,11.0,16.0,12.0,10.0,13.0,14.0,15.0,13.0,9.0,8.0,9.0,10.0,Metal Mario,Standard Bike,Off-Road,Peach Parasol
2732,15.0,6.0,14.0,7.0,9.0,16.0,16.0,16.0,16.0,7.0,6.0,8.0,6.0,Donkey Kong,Mach 8,Metal,Cloud Glider
4280,15.0,10.0,15.0,13.0,9.0,14.0,15.0,14.0,14.0,9.0,7.0,10.0,9.0,Metal Mario,Standard Bike,Off-Road,Super Glider
4326,15.0,10.0,14.0,12.0,12.0,11.0,15.0,12.0,16.0,12.0,12.0,10.0,11.0,Metal Mario,Tanooki Kart,Roller,Wario Wing
3589,15.0,5.0,13.0,10.0,9.0,16.0,15.0,14.0,16.0,8.0,7.0,9.0,6.0,Rosalina,Mach 8,Metal,Super Glider
4272,15.0,8.0,16.0,7.0,8.0,15.0,11.0,16.0,13.0,10.0,6.0,10.0,8.0,Metal Mario,Standard Bike,Slick,Super Glider
4329,15.0,7.0,17.0,10.0,10.0,13.0,15.0,16.0,14.0,12.0,11.0,10.0,12.0,Metal Mario,Tanooki Kart,Slim,Cloud Glider
2729,15.0,6.0,17.0,5.0,8.0,17.0,13.0,18.0,15.0,7.0,4.0,9.0,6.0,Donkey Kong,Mach 8,Slick,Super Glider
4270,15.0,9.0,17.0,7.0,10.0,14.0,12.0,17.0,15.0,12.0,11.0,10.0,11.0,Metal Mario,Standard Bike,Slim,Wario Wing
2747,15.0,7.0,14.0,9.0,9.0,16.0,18.0,13.0,14.0,7.0,10.0,7.0,7.0,Donkey Kong,Steel Driver,Standard,Super Glider
3329,15.0,10.0,11.0,12.0,11.0,13.0,13.0,15.0,14.0,7.0,7.0,6.0,7.0,Wario,Biddybuggy,Monster,Wario Wing
3619,15.0,5.0,16.0,7.0,9.0,16.0,15.0,15.0,12.0,9.0,13.0,7.0,9.0,Rosalina,Steel Driver,Slim,Wario Wing
3317,15.0,6.0,11.0,9.0,7.0,18.0,17.0,16.0,16.0,6.0,6.0,5.0,7.0,Wario,Prancer,Off-Road,Wario Wing
2762,15.0,6.0,17.0,4.0,9.0,16.0,16.0,16.0,12.0,8.0,12.0,6.0,9.0,Donkey Kong,Steel Driver,Slim,Peach Parasol
3263,15.0,6.0,10.0,12.0,7.0,17.0,16.0,16.0,15.0,5.0,5.0,6.0,6.0,Wario,Badwagon,Standard,Cloud Glider
3261,15.0,6.0,12.0,8.0,8.0,17.0,12.0,16.0,18.0,5.0,4.0,5.0,5.0,Wario,Circuit Special,Sponge,Wario Wing
2686,15.0,10.0,18.0,11.0,11.0,13.0,14.0,13.0,13.0,8.0,8.0,6.0,6.0,Donkey Kong,Pipe Frame,Monster,Wario Wing
4206,15.0,10.0,12.0,15.0,11.0,12.0,16.0,10.0,13.0,8.0,9.0,6.0,8.0,Metal Mario,Landship,Monster,Super Glider
2331,15.0,7.0,13.0,6.0,10.0,16.0,16.0,20.0,17.0,7.0,6.0,8.0,8.0,Bowser,Mach 8,Slim,Cloud Glider
2785,15.0,9.0,18.0,11.0,11.0,14.0,14.0,14.0,16.0,7.0,5.0,6.0,8.0,Donkey Kong,Cat Cruiser,Monster,Super Glider
4196,15.0,12.0,14.0,11.0,11.0,12.0,13.0,13.0,12.0,10.0,9.0,10.0,10.0,Metal Mario,Biddybuggy,Off-Road,Wario Wing
2788,15.0,10.0,19.0,10.0,12.0,13.0,13.0,15.0,15.0,7.0,6.0,5.0,9.0,Donkey Kong,Cat Cruiser,Monster,Peach Parasol
3412,15.0,8.0,12.0,14.0,9.0,15.0,15.0,16.0,16.0,6.0,5.0,6.0,6.0,Wario,Standard Bike,Monster,Super Glider
3249,15.0,5.0,14.0,3.0,7.0,18.0,13.0,19.0,15.0,7.0,7.0,6.0,7.0,Wario,Circuit Special,Slim,Peach Parasol
2797,15.0,8.0,20.0,3.0,9.0,16.0,11.0,17.0,15.0,9.0,5.0,7.0,8.0,Donkey Kong,Cat Cruiser,Slick,Wario Wing
2253,15.0,9.0,12.0,9.0,10.0,16.0,17.0,15.0,18.0,7.0,5.0,7.0,7.0,Bowser,Standard Kart,Standard,Super Glider
3246,15.0,4.0,13.0,4.0,6.0,19.0,14.0,18.0,16.0,7.0,6.0,7.0,6.0,Wario,Circuit Special,Slim,Super Glider
2798,15.0,7.0,16.0,6.0,9.0,16.0,15.0,13.0,17.0,9.0,6.0,7.0,7.0,Donkey Kong,Cat Cruiser,Metal,Super Glider
2256,15.0,10.0,13.0,8.0,11.0,15.0,16.0,16.0,17.0,7.0,6.0,6.0,8.0,Bowser,Standard Kart,Standard,Peach Parasol
3415,15.0,9.0,13.0,13.0,10.0,14.0,14.0,17.0,15.0,6.0,6.0,5.0,7.0,Wario,Standard Bike,Monster,Peach Parasol
4180,15.0,12.0,14.0,12.0,13.0,10.0,11.0,13.0,11.0,9.0,9.0,8.0,10.0,Metal Mario,Biddybuggy,Monster,Peach Parasol
3634,15.0,7.0,15.0,12.0,9.0,15.0,17.0,13.0,10.0,6.0,10.0,6.0,8.0,Rosalina,Steel Driver,Off-Road,Peach Parasol
3242,15.0,7.0,12.0,7.0,8.0,17.0,14.0,17.0,16.0,6.0,6.0,6.0,6.0,Wario,Circuit Special,Standard,Peach Parasol
4209,15.0,11.0,13.0,14.0,12.0,11.0,15.0,11.0,12.0,8.0,10.0,5.0,9.0,Metal Mario,Landship,Monster,Peach Parasol
2800,15.0,8.0,17.0,5.0,10.0,15.0,14.0,14.0,16.0,9.0,7.0,6.0,8.0,Donkey Kong,Cat Cruiser,Metal,Peach Parasol
2779,15.0,7.0,15.0,9.0,10.0,15.0,15.0,13.0,15.0,6.0,9.0,5.0,7.0,Donkey Kong,Steel Driver,Sponge,Wario Wing
4220,15.0,9.0,11.0,9.0,10.0,13.0,16.0,10.0,13.0,10.0,11.0,6.0,8.0,Metal Mario,Landship,Metal,Peach Parasol
5504,15.0,6.0,14.0,13.0,8.0,14.0,10.0,12.0,10.0,6.0,8.0,6.0,7.0,Tanooki Mario,Badwagon,Monster,Wario Wing
3310,15.0,4.0,9.0,5.0,7.0,18.0,16.0,15.0,16.0,7.0,7.0,4.0,6.0,Wario,Prancer,Metal,Peach Parasol
3621,15.0,4.0,15.0,7.0,7.0,17.0,14.0,14.0,10.0,7.0,8.0,7.0,6.0,Rosalina,Steel Driver,Slick,Super Glider
3307,15.0,3.0,8.0,6.0,6.0,19.0,17.0,14.0,17.0,7.0,6.0,5.0,5.0,Wario,Prancer,Metal,Super Glider
3306,15.0,4.0,12.0,3.0,6.0,19.0,13.0,18.0,15.0,7.0,5.0,5.0,6.0,Wario,Prancer,Slick,Wario Wing
3296,15.0,6.0,11.0,10.0,9.0,16.0,15.0,16.0,15.0,5.0,6.0,3.0,7.0,Wario,Prancer,Monster,Peach Parasol
3624,15.0,4.0,12.0,9.0,8.0,16.0,17.0,12.0,11.0,7.0,10.0,6.0,6.0,Rosalina,Steel Driver,Metal,Cloud Glider
3293,15.0,5.0,10.0,11.0,8.0,17.0,16.0,15.0,16.0,5.0,5.0,4.0,6.0,Wario,Prancer,Monster,Super Glider
3288,15.0,6.0,11.0,12.0,8.0,16.0,13.0,15.0,16.0,4.0,4.0,4.0,6.0,Wario,Badwagon,Sponge,Peach Parasol
2699,15.0,8.0,16.0,6.0,9.0,15.0,15.0,12.0,14.0,10.0,9.0,7.0,5.0,Donkey Kong,Pipe Frame,Metal,Wario Wing
3285,15.0,5.0,10.0,13.0,7.0,17.0,14.0,14.0,17.0,4.0,3.0,5.0,5.0,Wario,Badwagon,Sponge,Super Glider
4240,15.0,6.0,14.0,3.0,9.0,16.0,13.0,15.0,15.0,11.0,9.0,10.0,10.0,Metal Mario,Sneeker,Slim,Super Glider
3280,15.0,6.0,10.0,9.0,7.0,17.0,14.0,16.0,15.0,5.0,6.0,6.0,4.0,Wario,Badwagon,Button,Wario Wing
2774,15.0,7.0,15.0,10.0,8.0,16.0,19.0,14.0,11.0,5.0,8.0,6.0,7.0,Donkey Kong,Steel Driver,Off-Road,Cloud Glider
2739,15.0,8.0,16.0,11.0,9.0,16.0,17.0,16.0,16.0,6.0,5.0,9.0,7.0,Donkey Kong,Mach 8,Off-Road,Super Glider
4233,15.0,8.0,12.0,7.0,10.0,15.0,14.0,13.0,16.0,10.0,8.0,10.0,9.0,Metal Mario,Sneeker,Standard,Super Glider
3631,15.0,6.0,14.0,13.0,8.0,16.0,18.0,12.0,11.0,6.0,9.0,7.0,7.0,Rosalina,Steel Driver,Off-Road,Super Glider
4227,15.0,11.0,13.0,13.0,10.0,13.0,17.0,11.0,13.0,9.0,10.0,7.0,9.0,Metal Mario,Landship,Off-Road,Wario Wing
3271,15.0,4.0,12.0,8.0,6.0,18.0,15.0,18.0,14.0,6.0,6.0,6.0,7.0,Wario,Badwagon,Slim,Cloud Glider
4218,15.0,8.0,10.0,10.0,9.0,14.0,17.0,9.0,14.0,10.0,10.0,7.0,7.0,Metal Mario,Landship,Metal,Super Glider
3257,15.0,6.0,12.0,9.0,6.0,18.0,16.0,17.0,14.0,4.0,3.0,6.0,5.0,Wario,Circuit Special,Off-Road,Cloud Glider
479,15.0,6.0,12.0,12.0,7.0,16.0,13.0,13.0,11.0,7.0,8.0,8.0,8.0,Luigi,Badwagon,Off-Road,Wario Wing
463,15.0,4.0,11.0,4.0,7.0,17.0,11.0,13.0,13.0,9.0,9.0,8.0,6.0,Luigi,Circuit Special,Metal,Wario Wing
2604,15.0,5.0,10.0,5.0,7.0,18.0,15.0,16.0,16.0,5.0,6.0,6.0,3.0,Bowser,Blue Falcon,Metal,Peach Parasol
3460,15.0,4.0,9.0,6.0,6.0,19.0,15.0,16.0,17.0,6.0,7.0,7.0,3.0,Wario,Blue Falcon,Metal,Wario Wing
2602,15.0,4.0,9.0,6.0,6.0,19.0,16.0,15.0,17.0,5.0,5.0,7.0,2.0,Bowser,Blue Falcon,Metal,Super Glider
2601,15.0,5.0,13.0,3.0,6.0,19.0,12.0,19.0,15.0,5.0,4.0,7.0,3.0,Bowser,Blue Falcon,Slick,Wario Wing
3470,15.0,7.0,12.0,14.0,9.0,15.0,18.0,15.0,18.0,9.0,8.0,8.0,8.0,Wario,Tanooki Kart,Standard,Super Glider
2847,15.0,5.0,18.0,6.0,7.0,17.0,13.0,17.0,13.0,7.0,8.0,6.0,8.0,Donkey Kong,Badwagon,Slim,Peach Parasol
3696,15.0,6.0,15.0,13.0,8.0,16.0,13.0,14.0,14.0,7.0,8.0,7.0,7.0,Rosalina,Badwagon,Standard,Wario Wing
3473,15.0,8.0,13.0,13.0,10.0,14.0,17.0,16.0,17.0,9.0,9.0,7.0,9.0,Wario,Tanooki Kart,Standard,Peach Parasol
2460,15.0,6.0,11.0,12.0,8.0,16.0,14.0,15.0,16.0,3.0,2.0,4.0,5.0,Bowser,Badwagon,Sponge,Cloud Glider
3446,15.0,6.0,11.0,11.0,8.0,17.0,14.0,17.0,16.0,4.0,6.0,6.0,4.0,Wario,Blue Falcon,Monster,Wario Wing
286,15.0,5.0,11.0,11.0,9.0,14.0,14.0,12.0,14.0,11.0,11.0,8.0,8.0,Mario,Tanooki Kart,Metal,Wario Wing
2465,15.0,7.0,11.0,7.0,9.0,17.0,16.0,16.0,18.0,7.0,7.0,5.0,7.0,Bowser,Prancer,Standard,Wario Wing
3699,15.0,5.0,15.0,16.0,8.0,15.0,13.0,14.0,11.0,4.0,5.0,5.0,6.0,Rosalina,Badwagon,Monster,Cloud Glider
3101,15.0,9.0,13.0,10.0,9.0,16.0,17.0,16.0,15.0,6.0,5.0,6.0,8.0,Wario,Standard Kart,Off-Road,Peach Parasol
3098,15.0,8.0,12.0,11.0,8.0,17.0,18.0,15.0,16.0,6.0,4.0,7.0,7.0,Wario,Standard Kart,Off-Road,Super Glider
2472,15.0,5.0,13.0,3.0,8.0,18.0,15.0,18.0,17.0,8.0,8.0,5.0,8.0,Bowser,Prancer,Slim,Wario Wing
2473,15.0,4.0,12.0,3.0,6.0,19.0,14.0,17.0,15.0,6.0,3.0,5.0,5.0,Bowser,Prancer,Slick,Super Glider
3482,15.0,5.0,14.0,10.0,8.0,16.0,17.0,17.0,17.0,10.0,9.0,8.0,9.0,Wario,Tanooki Kart,Slim,Super Glider
275,15.0,7.0,13.0,16.0,11.0,12.0,13.0,13.0,13.0,9.0,10.0,7.0,9.0,Mario,Tanooki Kart,Monster,Wario Wing
2477,15.0,6.0,11.0,9.0,7.0,18.0,18.0,15.0,16.0,5.0,4.0,5.0,6.0,Bowser,Prancer,Off-Road,Super Glider
3110,15.0,9.0,12.0,13.0,10.0,14.0,16.0,13.0,14.0,7.0,6.0,6.0,5.0,Wario,Pipe Frame,Monster,Super Glider
2844,15.0,4.0,17.0,7.0,6.0,18.0,14.0,16.0,14.0,7.0,7.0,7.0,7.0,Donkey Kong,Badwagon,Slim,Super Glider
3690,15.0,6.0,17.0,10.0,7.0,17.0,13.0,15.0,13.0,6.0,6.0,7.0,6.0,Rosalina,Circuit Special,Off-Road,Wario Wing
3434,15.0,9.0,13.0,12.0,8.0,16.0,16.0,17.0,16.0,7.0,6.0,7.0,7.0,Wario,Standard Bike,Off-Road,Wario Wing
364,15.0,8.0,12.0,12.0,12.0,13.0,12.0,15.0,14.0,8.0,9.0,9.0,9.0,Luigi,Mach 8,Monster,Wario Wing
2414,15.0,10.0,14.0,9.0,12.0,14.0,13.0,15.0,20.0,7.0,4.0,5.0,8.0,Bowser,Cat Cruiser,Sponge,Wario Wing
3933,15.0,11.0,15.0,9.0,12.0,13.0,14.0,14.0,15.0,10.0,9.0,9.0,11.0,Metal Mario,Standard Kart,Standard,Peach Parasol
2417,15.0,7.0,12.0,7.0,8.0,17.0,15.0,17.0,16.0,5.0,4.0,6.0,5.0,Bowser,Circuit Special,Standard,Cloud Glider
3930,15.0,10.0,14.0,10.0,11.0,14.0,15.0,13.0,16.0,10.0,8.0,10.0,10.0,Metal Mario,Standard Kart,Standard,Super Glider
3683,15.0,4.0,18.0,4.0,6.0,18.0,9.0,17.0,12.0,7.0,5.0,7.0,5.0,Rosalina,Circuit Special,Slick,Wario Wing
3924,15.0,7.0,18.0,16.0,9.0,14.0,16.0,14.0,14.0,9.0,9.0,8.0,9.0,Rosalina,Tanooki Kart,Off-Road,Wario Wing
93,15.0,4.0,7.0,8.0,8.0,16.0,16.0,10.0,11.0,8.0,11.0,7.0,6.0,Mario,Steel Driver,Metal,Super Glider
2424,15.0,5.0,14.0,3.0,7.0,18.0,14.0,19.0,15.0,6.0,5.0,6.0,6.0,Bowser,Circuit Special,Slim,Cloud Glider
3684,15.0,3.0,14.0,7.0,6.0,18.0,13.0,13.0,14.0,7.0,6.0,7.0,4.0,Rosalina,Circuit Special,Metal,Super Glider
3917,15.0,5.0,16.0,12.0,9.0,14.0,15.0,13.0,14.0,10.0,10.0,7.0,8.0,Rosalina,Tanooki Kart,Metal,Peach Parasol
3914,15.0,4.0,15.0,13.0,8.0,15.0,16.0,12.0,15.0,10.0,9.0,8.0,7.0,Rosalina,Tanooki Kart,Metal,Super Glider
3913,15.0,5.0,19.0,10.0,8.0,15.0,12.0,16.0,13.0,10.0,8.0,8.0,8.0,Rosalina,Tanooki Kart,Slick,Wario Wing
