Coord1,Coord2,Coord3,Ind,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
Anti-gravity Handling,Water Handling,Ground Handling,0,,,,,,,,,,20.0,18.0,20.0,
Anti-gravity Handling,Water Handling,Air Handling,2,,,,,,,,,,,20.0,16.0,19.0
Anti-gravity Handling,Water Handling,Air Handling,1,,,,,,,,,,,19.0,19.0,20.0
Anti-gravity Handling,Water Handling,Air Handling,0,,,,,,,,,,,18.0,20.0,20.0
Anti-gravity Handling,Air Handling,Weight,23,20.0,,,,,,,,,,,4.0,6.0
Anti-gravity Handling,Air Handling,Weight,24,20.0,,,,,,,,,,,5.0,5.0
Anti-gravity Handling,Air Handling,Weight,30,19.0,,,,,,,,,,,6.0,8.0
Anti-gravity Handling,Air Handling,Weight,15,19.0,,,,,,,,,,,7.0,7.0
Anti-gravity Handling,Air Handling,Weight,21,19.0,,,,,,,,,,,8.0,6.0
Anti-gravity Handling,Air Handling,Weight,32,18.0,,,,,,,,,,,8.0,9.0
Anti-gravity Handling,Air Handling,Weight,27,16.0,,,,,,,,,,,9.0,12.0
Anti-gravity Handling,Air Handling,Weight,22,18.0,,,,,,,,,,,9.0,8.0
Anti-gravity Handling,Air Handling,Weight,28,15.0,,,,,,,,,,,9.0,13.0
Anti-gravity Handling,Air Handling,Weight,31,17.0,,,,,,,,,,,9.0,11.0
Anti-gravity Handling,Air Handling,Weight,26,14.0,,,,,,,,,,,10.0,13.0
Anti-gravity Handling,Air Handling,Weight,25,15.0,,,,,,,,,,,10.0,12.0
Anti-gravity Handling,Air Handling,Weight,19,17.0,,,,,,,,,,,10.0,10.0
Anti-gravity Handling,Air Handling,Weight,20,16.0,,,,,,,,,,,10.0,11.0
Anti-gravity Handling,Air Handling,Weight,7,13.0,,,,,,,,,,,11.0,13.0
Anti-gravity Handling,Air Handling,Weight,29,14.0,,,,,,,,,,,11.0,12.0
Anti-gravity Handling,Air Handling,Weight,6,11.0,,,,,,,,,,,11.0,15.0
Anti-gravity Handling,Air Handling,Weight,5,12.0,,,,,,,,,,,11.0,14.0
Anti-gravity Handling,Air Handling,Weight,17,16.0,,,,,,,,,,,11.0,10.0
Anti-gravity Handling,Air Handling,Weight,18,15.0,,,,,,,,,,,11.0,11.0
Anti-gravity Handling,Air Handling,Weight,4,11.0,,,,,,,,,,,12.0,14.0
Anti-gravity Handling,Air Handling,Weight,16,14.0,,,,,,,,,,,12.0,10.0
Anti-gravity Handling,Air Handling,Weight,3,12.0,,,,,,,,,,,12.0,13.0
Anti-gravity Handling,Air Handling,Weight,2,13.0,,,,,,,,,,,12.0,12.0
Anti-gravity Handling,Air Handling,Weight,0,12.0,,,,,,,,,,,13.0,12.0
Anti-gravity Handling,Air Handling,Weight,9,10.0,,,,,,,,,,,13.0,15.0
Anti-gravity Handling,Air Handling,Weight,1,11.0,,,,,,,,,,,13.0,13.0
Anti-gravity Handling,Air Handling,Weight,14,9.0,,,,,,,,,,,14.0,16.0
Anti-gravity Handling,Air Handling,Weight,13,8.0,,,,,,,,,,,14.0,17.0
Anti-gravity Handling,Air Handling,Weight,8,10.0,,,,,,,,,,,14.0,14.0
Anti-gravity Handling,Air Handling,Weight,12,8.0,,,,,,,,,,,15.0,16.0
Anti-gravity Handling,Air Handling,Weight,11,9.0,,,,,,,,,,,15.0,15.0
Anti-gravity Handling,Air Handling,Weight,41,5.0,,,,,,,,,,,16.0,20.0
Anti-gravity Handling,Air Handling,Weight,40,6.0,,,,,,,,,,,16.0,19.0
Anti-gravity Handling,Air Handling,Weight,48,7.0,,,,,,,,,,,16.0,18.0
Anti-gravity Handling,Air Handling,Weight,10,8.0,,,,,,,,,,,16.0,15.0
Anti-gravity Handling,Air Handling,Weight,37,6.0,,,,,,,,,,,17.0,18.0
Anti-gravity Handling,Air Handling,Weight,38,5.0,,,,,,,,,,,17.0,19.0
Anti-gravity Handling,Air Handling,Weight,39,4.0,,,,,,,,,,,17.0,20.0
Anti-gravity Handling,Air Handling,Weight,36,7.0,,,,,,,,,,,17.0,17.0
Anti-gravity Handling,Air Handling,Weight,35,5.0,,,,,,,,,,,18.0,18.0
Anti-gravity Handling,Air Handling,Weight,47,3.0,,,,,,,,,,,18.0,20.0
Anti-gravity Handling,Air Handling,Weight,46,4.0,,,,,,,,,,,18.0,19.0
Anti-gravity Handling,Air Handling,Weight,34,6.0,,,,,,,,,,,18.0,17.0
Anti-gravity Handling,Air Handling,Weight,33,4.0,,,,,,,,,,,19.0,17.0
Anti-gravity Handling,Air Handling,Weight,44,3.0,,,,,,,,,,,19.0,19.0
Anti-gravity Handling,Air Handling,Weight,45,2.0,,,,,,,,,,,19.0,20.0
Anti-gravity Handling,Air Handling,Weight,42,1.0,,,,,,,,,,,20.0,19.0
Anti-gravity Handling,Air Handling,Weight,43,0.0,,,,,,,,,,,20.0,20.0
Anti-gravity Handling,Air Handling,Acceleration,1,,20.0,,,,,,,,,,19.0,19.0
Anti-gravity Handling,Air Handling,Acceleration,0,,19.0,,,,,,,,,,20.0,20.0
Anti-gravity Handling,Air Handling,On-road Traction,0,,,20.0,,,,,,,,,8.0,12.0
Anti-gravity Handling,Air Handling,On-road Traction,2,,,19.0,,,,,,,,,9.0,13.0
Anti-gravity Handling,Air Handling,On-road Traction,1,,,18.0,,,,,,,,,10.0,13.0
Anti-gravity Handling,Air Handling,On-road Traction,12,,,17.0,,,,,,,,,11.0,15.0
Anti-gravity Handling,Air Handling,On-road Traction,11,,,16.0,,,,,,,,,12.0,15.0
Anti-gravity Handling,Air Handling,On-road Traction,13,,,15.0,,,,,,,,,13.0,14.0
Anti-gravity Handling,Air Handling,On-road Traction,10,,,14.0,,,,,,,,,15.0,19.0
Anti-gravity Handling,Air Handling,On-road Traction,4,,,13.0,,,,,,,,,16.0,20.0
Anti-gravity Handling,Air Handling,On-road Traction,3,,,12.0,,,,,,,,,17.0,20.0
Anti-gravity Handling,Air Handling,On-road Traction,7,,,10.0,,,,,,,,,18.0,20.0
Anti-gravity Handling,Air Handling,On-road Traction,9,,,11.0,,,,,,,,,18.0,19.0
Anti-gravity Handling,Air Handling,On-road Traction,6,,,9.0,,,,,,,,,19.0,20.0
Anti-gravity Handling,Air Handling,On-road Traction,5,,,5.0,,,,,,,,,20.0,20.0
Anti-gravity Handling,Air Handling,On-road Traction,8,,,6.0,,,,,,,,,20.0,18.0
Anti-gravity Handling,Air Handling,Off-road Traction,3,,,,20.0,,,,,,,,14.0,16.0
Anti-gravity Handling,Air Handling,Off-road Traction,5,,,,19.0,,,,,,,,16.0,18.0
Anti-gravity Handling,Air Handling,Off-road Traction,2,,,,18.0,,,,,,,,17.0,18.0
Anti-gravity Handling,Air Handling,Off-road Traction,4,,,,17.0,,,,,,,,18.0,19.0
Anti-gravity Handling,Air Handling,Off-road Traction,0,,,,15.0,,,,,,,,19.0,19.0
Anti-gravity Handling,Air Handling,Off-road Traction,1,,,,14.0,,,,,,,,20.0,20.0
Anti-gravity Handling,Air Handling,Mini-Turbo,0,,,,,20.0,,,,,,,20.0,20.0
Anti-gravity Handling,Air Handling,Ground Speed,23,,,,,,20.0,,,,,,6.0,3.0
Anti-gravity Handling,Air Handling,Ground Speed,24,,,,,,18.0,,,,,,7.0,9.0
Anti-gravity Handling,Air Handling,Ground Speed,22,,,,,,19.0,,,,,,7.0,6.0
Anti-gravity Handling,Air Handling,Ground Speed,25,,,,,,18.0,,,,,,8.0,8.0
Anti-gravity Handling,Air Handling,Ground Speed,19,,,,,,17.0,,,,,,8.0,10.0
Anti-gravity Handling,Air Handling,Ground Speed,28,,,,,,16.0,,,,,,9.0,11.0
Anti-gravity Handling,Air Handling,Ground Speed,27,,,,,,19.0,,,,,,9.0,4.0
Anti-gravity Handling,Air Handling,Ground Speed,20,,,,,,17.0,,,,,,9.0,9.0
Anti-gravity Handling,Air Handling,Ground Speed,26,,,,,,18.0,,,,,,10.0,7.0
Anti-gravity Handling,Air Handling,Ground Speed,3,,,,,,16.0,,,,,,11.0,10.0
Anti-gravity Handling,Air Handling,Ground Speed,4,,,,,,15.0,,,,,,11.0,13.0
Anti-gravity Handling,Air Handling,Ground Speed,5,,,,,,14.0,,,,,,11.0,14.0
Anti-gravity Handling,Air Handling,Ground Speed,21,,,,,,17.0,,,,,,11.0,8.0
Anti-gravity Handling,Air Handling,Ground Speed,29,,,,,,16.0,,,,,,12.0,9.0
Anti-gravity Handling,Air Handling,Ground Speed,0,,,,,,14.0,,,,,,12.0,13.0
Anti-gravity Handling,Air Handling,Ground Speed,1,,,,,,13.0,,,,,,12.0,14.0
Anti-gravity Handling,Air Handling,Ground Speed,6,,,,,,15.0,,,,,,12.0,12.0
Anti-gravity Handling,Air Handling,Ground Speed,2,,,,,,13.0,,,,,,13.0,13.0
Anti-gravity Handling,Air Handling,Ground Speed,10,,,,,,12.0,,,,,,13.0,15.0
Anti-gravity Handling,Air Handling,Ground Speed,9,,,,,,16.0,,,,,,13.0,8.0
Anti-gravity Handling,Air Handling,Ground Speed,15,,,,,,10.0,,,,,,14.0,17.0
Anti-gravity Handling,Air Handling,Ground Speed,14,,,,,,11.0,,,,,,14.0,16.0
Anti-gravity Handling,Air Handling,Ground Speed,7,,,,,,15.0,,,,,,14.0,11.0
Anti-gravity Handling,Air Handling,Ground Speed,11,,,,,,12.0,,,,,,14.0,14.0
Anti-gravity Handling,Air Handling,Ground Speed,8,,,,,,14.0,,,,,,14.0,12.0
Anti-gravity Handling,Air Handling,Ground Speed,48,,,,,,13.0,,,,,,15.0,12.0
Anti-gravity Handling,Air Handling,Ground Speed,13,,,,,,10.0,,,,,,15.0,16.0
Anti-gravity Handling,Air Handling,Ground Speed,16,,,,,,11.0,,,,,,15.0,15.0
Anti-gravity Handling,Air Handling,Ground Speed,12,,,,,,12.0,,,,,,16.0,13.0
Anti-gravity Handling,Air Handling,Ground Speed,35,,,,,,8.0,,,,,,16.0,19.0
Anti-gravity Handling,Air Handling,Ground Speed,34,,,,,,9.0,,,,,,16.0,18.0
Anti-gravity Handling,Air Handling,Ground Speed,40,,,,,,9.0,,,,,,17.0,17.0
Anti-gravity Handling,Air Handling,Ground Speed,33,,,,,,6.0,,,,,,17.0,20.0
Anti-gravity Handling,Air Handling,Ground Speed,31,,,,,,7.0,,,,,,17.0,19.0
Anti-gravity Handling,Air Handling,Ground Speed,30,,,,,,8.0,,,,,,17.0,18.0
Anti-gravity Handling,Air Handling,Ground Speed,17,,,,,,11.0,,,,,,17.0,14.0
Anti-gravity Handling,Air Handling,Ground Speed,18,,,,,,10.0,,,,,,17.0,15.0
Anti-gravity Handling,Air Handling,Ground Speed,41,,,,,,6.0,,,,,,18.0,19.0
Anti-gravity Handling,Air Handling,Ground Speed,46,,,,,,10.0,,,,,,18.0,13.0
Anti-gravity Handling,Air Handling,Ground Speed,32,,,,,,7.0,,,,,,18.0,18.0
Anti-gravity Handling,Air Handling,Ground Speed,38,,,,,,5.0,,,,,,19.0,19.0
Anti-gravity Handling,Air Handling,Ground Speed,39,,,,,,4.0,,,,,,19.0,20.0
Anti-gravity Handling,Air Handling,Ground Speed,44,,,,,,9.0,,,,,,19.0,16.0
Anti-gravity Handling,Air Handling,Ground Speed,45,,,,,,8.0,,,,,,19.0,17.0
Anti-gravity Handling,Air Handling,Ground Speed,36,,,,,,2.0,,,,,,20.0,19.0
Anti-gravity Handling,Air Handling,Ground Speed,47,,,,,,7.0,,,,,,20.0,14.0
Anti-gravity Handling,Air Handling,Ground Speed,42,,,,,,6.0,,,,,,20.0,16.0
Anti-gravity Handling,Air Handling,Ground Speed,43,,,,,,5.0,,,,,,20.0,17.0
Anti-gravity Handling,Air Handling,Ground Speed,37,,,,,,1.0,,,,,,20.0,20.0
Anti-gravity Handling,Air Handling,Water Speed,10,,,,,,,20.0,,,,,6.0,8.0
Anti-gravity Handling,Air Handling,Water Speed,9,,,,,,,19.0,,,,,8.0,10.0
Anti-gravity Handling,Air Handling,Water Speed,8,,,,,,,18.0,,,,,9.0,11.0
Anti-gravity Handling,Air Handling,Water Speed,2,,,,,,,17.0,,,,,10.0,12.0
Anti-gravity Handling,Air Handling,Water Speed,1,,,,,,,16.0,,,,,12.0,14.0
Anti-gravity Handling,Air Handling,Water Speed,18,,,,,,,14.0,,,,,13.0,15.0
Anti-gravity Handling,Air Handling,Water Speed,4,,,,,,,15.0,,,,,13.0,14.0
Anti-gravity Handling,Air Handling,Water Speed,5,,,,,,,13.0,,,,,14.0,16.0
Anti-gravity Handling,Air Handling,Water Speed,0,,,,,,,14.0,,,,,14.0,13.0
Anti-gravity Handling,Air Handling,Water Speed,6,,,,,,,12.0,,,,,15.0,17.0
Anti-gravity Handling,Air Handling,Water Speed,3,,,,,,,13.0,,,,,15.0,12.0
Anti-gravity Handling,Air Handling,Water Speed,7,,,,,,,11.0,,,,,16.0,17.0
Anti-gravity Handling,Air Handling,Water Speed,14,,,,,,,10.0,,,,,17.0,19.0
Anti-gravity Handling,Air Handling,Water Speed,17,,,,,,,9.0,,,,,18.0,19.0
Anti-gravity Handling,Air Handling,Water Speed,12,,,,,,,7.0,,,,,18.0,20.0
Anti-gravity Handling,Air Handling,Water Speed,11,,,,,,,8.0,,,,,19.0,18.0
Anti-gravity Handling,Air Handling,Water Speed,15,,,,,,,7.0,,,,,19.0,19.0
Anti-gravity Handling,Air Handling,Water Speed,13,,,,,,,6.0,,,,,20.0,20.0
Anti-gravity Handling,Air Handling,Water Speed,16,,,,,,,7.0,,,,,20.0,17.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,9,,,,,,,,20.0,,,,9.0,9.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,8,,,,,,,,19.0,,,,10.0,10.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,10,,,,,,,,18.0,,,,11.0,11.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,1,,,,,,,,15.0,,,,12.0,15.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,0,,,,,,,,17.0,,,,13.0,13.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,2,,,,,,,,16.0,,,,13.0,14.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,3,,,,,,,,16.0,,,,14.0,12.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,19,,,,,,,,15.0,,,,14.0,14.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,4,,,,,,,,14.0,,,,15.0,15.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,5,,,,,,,,13.0,,,,16.0,16.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,6,,,,,,,,12.0,,,,16.0,17.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,7,,,,,,,,12.0,,,,17.0,15.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,12,,,,,,,,9.0,,,,17.0,20.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,11,,,,,,,,11.0,,,,18.0,18.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,16,,,,,,,,10.0,,,,18.0,19.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,14,,,,,,,,8.0,,,,19.0,20.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,17,,,,,,,,10.0,,,,19.0,17.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,18,,,,,,,,8.0,,,,20.0,15.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,13,,,,,,,,4.0,,,,20.0,20.0
Anti-gravity Handling,Air Handling,Anti-gravity Speed,15,,,,,,,,6.0,,,,20.0,18.0
Anti-gravity Handling,Air Handling,Air Speed,19,,,,,,,,,20.0,,,7.0,9.0
Anti-gravity Handling,Air Handling,Air Speed,17,,,,,,,,,20.0,,,8.0,7.0
Anti-gravity Handling,Air Handling,Air Speed,18,,,,,,,,,19.0,,,9.0,10.0
Anti-gravity Handling,Air Handling,Air Speed,15,,,,,,,,,18.0,,,10.0,11.0
Anti-gravity Handling,Air Handling,Air Speed,16,,,,,,,,,19.0,,,10.0,8.0
Anti-gravity Handling,Air Handling,Air Speed,5,,,,,,,,,17.0,,,11.0,13.0
Anti-gravity Handling,Air Handling,Air Speed,14,,,,,,,,,18.0,,,11.0,9.0
Anti-gravity Handling,Air Handling,Air Speed,2,,,,,,,,,17.0,,,12.0,11.0
Anti-gravity Handling,Air Handling,Air Speed,3,,,,,,,,,16.0,,,13.0,14.0
Anti-gravity Handling,Air Handling,Air Speed,4,,,,,,,,,15.0,,,13.0,15.0
Anti-gravity Handling,Air Handling,Air Speed,0,,,,,,,,,16.0,,,14.0,12.0
Anti-gravity Handling,Air Handling,Air Speed,30,,,,,,,,,14.0,,,14.0,15.0
Anti-gravity Handling,Air Handling,Air Speed,1,,,,,,,,,15.0,,,14.0,13.0
Anti-gravity Handling,Air Handling,Air Speed,6,,,,,,,,,15.0,,,15.0,11.0
Anti-gravity Handling,Air Handling,Air Speed,29,,,,,,,,,14.0,,,15.0,13.0
Anti-gravity Handling,Air Handling,Air Speed,8,,,,,,,,,13.0,,,15.0,16.0
Anti-gravity Handling,Air Handling,Air Speed,7,,,,,,,,,13.0,,,16.0,14.0
Anti-gravity Handling,Air Handling,Air Speed,11,,,,,,,,,12.0,,,16.0,17.0
Anti-gravity Handling,Air Handling,Air Speed,12,,,,,,,,,11.0,,,16.0,18.0
Anti-gravity Handling,Air Handling,Air Speed,10,,,,,,,,,11.0,,,17.0,16.0
Anti-gravity Handling,Air Handling,Air Speed,9,,,,,,,,,12.0,,,17.0,15.0
Anti-gravity Handling,Air Handling,Air Speed,13,,,,,,,,,11.0,,,18.0,14.0
Anti-gravity Handling,Air Handling,Air Speed,22,,,,,,,,,10.0,,,18.0,19.0
Anti-gravity Handling,Air Handling,Air Speed,23,,,,,,,,,9.0,,,18.0,20.0
Anti-gravity Handling,Air Handling,Air Speed,21,,,,,,,,,9.0,,,19.0,18.0
Anti-gravity Handling,Air Handling,Air Speed,26,,,,,,,,,8.0,,,19.0,19.0
Anti-gravity Handling,Air Handling,Air Speed,20,,,,,,,,,10.0,,,19.0,17.0
Anti-gravity Handling,Air Handling,Air Speed,24,,,,,,,,,7.0,,,20.0,19.0
Anti-gravity Handling,Air Handling,Air Speed,25,,,,,,,,,6.0,,,20.0,20.0
Anti-gravity Handling,Air Handling,Air Speed,27,,,,,,,,,9.0,,,20.0,16.0
Anti-gravity Handling,Air Handling,Air Speed,28,,,,,,,,,8.0,,,20.0,17.0
Anti-gravity Handling,Air Handling,Ground Handling,0,,,,,,,,,,20.0,,20.0,20.0
Anti-gravity Handling,Air Handling,Water Handling,2,,,,,,,,,,,20.0,16.0,19.0
Anti-gravity Handling,Air Handling,Water Handling,1,,,,,,,,,,,19.0,19.0,20.0
Anti-gravity Handling,Air Handling,Water Handling,0,,,,,,,,,,,18.0,20.0,20.0
Air Handling,Weight,Acceleration,19,20.0,5.0,,,,,,,,,,,6.0
Air Handling,Weight,Acceleration,18,19.0,7.0,,,,,,,,,,,7.0
Air Handling,Weight,Acceleration,30,19.0,6.0,,,,,,,,,,,8.0
Air Handling,Weight,Acceleration,22,18.0,9.0,,,,,,,,,,,9.0
Air Handling,Weight,Acceleration,23,17.0,10.0,,,,,,,,,,,10.0
Air Handling,Weight,Acceleration,31,17.0,6.0,,,,,,,,,,,11.0
Air Handling,Weight,Acceleration,20,16.0,11.0,,,,,,,,,,,11.0
Air Handling,Weight,Acceleration,28,12.0,15.0,,,,,,,,,,,12.0
Air Handling,Weight,Acceleration,26,16.0,9.0,,,,,,,,,,,12.0
Air Handling,Weight,Acceleration,24,14.0,13.0,,,,,,,,,,,12.0
Air Handling,Weight,Acceleration,21,15.0,12.0,,,,,,,,,,,12.0
Air Handling,Weight,Acceleration,29,11.0,16.0,,,,,,,,,,,13.0
Air Handling,Weight,Acceleration,27,15.0,10.0,,,,,,,,,,,13.0
Air Handling,Weight,Acceleration,25,13.0,14.0,,,,,,,,,,,13.0
Air Handling,Weight,Acceleration,0,11.0,13.0,,,,,,,,,,,14.0
Air Handling,Weight,Acceleration,1,10.0,14.0,,,,,,,,,,,14.0
Air Handling,Weight,Acceleration,3,12.0,10.0,,,,,,,,,,,14.0
Air Handling,Weight,Acceleration,2,9.0,15.0,,,,,,,,,,,15.0
Air Handling,Weight,Acceleration,43,8.0,16.0,,,,,,,,,,,15.0
Air Handling,Weight,Acceleration,4,11.0,11.0,,,,,,,,,,,15.0
Air Handling,Weight,Acceleration,5,7.0,17.0,,,,,,,,,,,15.0
Air Handling,Weight,Acceleration,44,10.0,12.0,,,,,,,,,,,15.0
Air Handling,Weight,Acceleration,45,6.0,18.0,,,,,,,,,,,15.0
Air Handling,Weight,Acceleration,9,9.0,12.0,,,,,,,,,,,16.0
Air Handling,Weight,Acceleration,7,7.0,16.0,,,,,,,,,,,16.0
Air Handling,Weight,Acceleration,6,8.0,15.0,,,,,,,,,,,16.0
Air Handling,Weight,Acceleration,8,6.0,17.0,,,,,,,,,,,17.0
Air Handling,Weight,Acceleration,11,4.0,19.0,,,,,,,,,,,17.0
Air Handling,Weight,Acceleration,12,5.0,18.0,,,,,,,,,,,17.0
Air Handling,Weight,Acceleration,13,3.0,20.0,,,,,,,,,,,17.0
Air Handling,Weight,Acceleration,14,7.0,15.0,,,,,,,,,,,17.0
Air Handling,Weight,Acceleration,10,8.0,13.0,,,,,,,,,,,17.0
Air Handling,Weight,Acceleration,16,7.0,13.0,,,,,,,,,,,18.0
Air Handling,Weight,Acceleration,34,2.0,20.0,,,,,,,,,,,18.0
Air Handling,Weight,Acceleration,32,4.0,18.0,,,,,,,,,,,18.0
Air Handling,Weight,Acceleration,17,3.0,19.0,,,,,,,,,,,18.0
Air Handling,Weight,Acceleration,33,6.0,14.0,,,,,,,,,,,18.0
Air Handling,Weight,Acceleration,15,5.0,17.0,,,,,,,,,,,18.0
Air Handling,Weight,Acceleration,35,5.0,15.0,,,,,,,,,,,19.0
Air Handling,Weight,Acceleration,36,4.0,16.0,,,,,,,,,,,19.0
Air Handling,Weight,Acceleration,38,6.0,12.0,,,,,,,,,,,19.0
Air Handling,Weight,Acceleration,41,3.0,18.0,,,,,,,,,,,19.0
Air Handling,Weight,Acceleration,42,1.0,20.0,,,,,,,,,,,19.0
Air Handling,Weight,Acceleration,37,3.0,17.0,,,,,,,,,,,20.0
Air Handling,Weight,Acceleration,39,5.0,13.0,,,,,,,,,,,20.0
Air Handling,Weight,Acceleration,40,1.0,19.0,,,,,,,,,,,20.0
Air Handling,Weight,On-road Traction,17,20.0,,15.0,,,,,,,,,,5.0
Air Handling,Weight,On-road Traction,13,20.0,,14.0,,,,,,,,,,6.0
Air Handling,Weight,On-road Traction,9,17.0,,19.0,,,,,,,,,,7.0
Air Handling,Weight,On-road Traction,11,16.0,,20.0,,,,,,,,,,7.0
Air Handling,Weight,On-road Traction,20,18.0,,18.0,,,,,,,,,,8.0
Air Handling,Weight,On-road Traction,18,19.0,,17.0,,,,,,,,,,8.0
Air Handling,Weight,On-road Traction,6,16.0,,19.0,,,,,,,,,,8.0
Air Handling,Weight,On-road Traction,14,18.0,,17.0,,,,,,,,,,9.0
Air Handling,Weight,On-road Traction,10,15.0,,20.0,,,,,,,,,,10.0
Air Handling,Weight,On-road Traction,19,17.0,,18.0,,,,,,,,,,11.0
Air Handling,Weight,On-road Traction,7,14.0,,20.0,,,,,,,,,,11.0
Air Handling,Weight,On-road Traction,8,13.0,,20.0,,,,,,,,,,12.0
Air Handling,Weight,On-road Traction,15,16.0,,18.0,,,,,,,,,,12.0
Air Handling,Weight,On-road Traction,16,15.0,,18.0,,,,,,,,,,13.0
Air Handling,Weight,On-road Traction,12,12.0,,19.0,,,,,,,,,,13.0
Air Handling,Weight,On-road Traction,0,12.0,,15.0,,,,,,,,,,14.0
Air Handling,Weight,On-road Traction,26,11.0,,17.0,,,,,,,,,,14.0
Air Handling,Weight,On-road Traction,1,11.0,,15.0,,,,,,,,,,15.0
Air Handling,Weight,On-road Traction,27,10.0,,17.0,,,,,,,,,,15.0
Air Handling,Weight,On-road Traction,4,8.0,,14.0,,,,,,,,,,16.0
Air Handling,Weight,On-road Traction,2,9.0,,13.0,,,,,,,,,,16.0
Air Handling,Weight,On-road Traction,5,7.0,,14.0,,,,,,,,,,17.0
Air Handling,Weight,On-road Traction,3,8.0,,13.0,,,,,,,,,,17.0
Air Handling,Weight,On-road Traction,23,7.0,,13.0,,,,,,,,,,18.0
Air Handling,Weight,On-road Traction,24,6.0,,14.0,,,,,,,,,,18.0
Air Handling,Weight,On-road Traction,21,6.0,,13.0,,,,,,,,,,19.0
Air Handling,Weight,On-road Traction,25,5.0,,14.0,,,,,,,,,,19.0
Air Handling,Weight,On-road Traction,22,5.0,,13.0,,,,,,,,,,20.0
Air Handling,Weight,Off-road Traction,25,20.0,,,13.0,,,,,,,,,5.0
Air Handling,Weight,Off-road Traction,22,20.0,,,11.0,,,,,,,,,6.0
Air Handling,Weight,Off-road Traction,28,18.0,,,16.0,,,,,,,,,8.0
Air Handling,Weight,Off-road Traction,30,19.0,,,15.0,,,,,,,,,8.0
Air Handling,Weight,Off-road Traction,20,16.0,,,17.0,,,,,,,,,8.0
Air Handling,Weight,Off-road Traction,18,15.0,,,18.0,,,,,,,,,8.0
Air Handling,Weight,Off-road Traction,31,18.0,,,15.0,,,,,,,,,9.0
Air Handling,Weight,Off-road Traction,29,17.0,,,16.0,,,,,,,,,9.0
Air Handling,Weight,Off-road Traction,21,15.0,,,17.0,,,,,,,,,9.0
Air Handling,Weight,Off-road Traction,19,14.0,,,18.0,,,,,,,,,9.0
Air Handling,Weight,Off-road Traction,37,17.0,,,14.0,,,,,,,,,10.0
Air Handling,Weight,Off-road Traction,36,16.0,,,15.0,,,,,,,,,10.0
Air Handling,Weight,Off-road Traction,0,13.0,,,17.0,,,,,,,,,10.0
Air Handling,Weight,Off-road Traction,1,14.0,,,16.0,,,,,,,,,10.0
Air Handling,Weight,Off-road Traction,34,17.0,,,9.0,,,,,,,,,11.0
Air Handling,Weight,Off-road Traction,27,16.0,,,13.0,,,,,,,,,11.0
Air Handling,Weight,Off-road Traction,26,15.0,,,14.0,,,,,,,,,11.0
Air Handling,Weight,Off-road Traction,4,13.0,,,16.0,,,,,,,,,11.0
Air Handling,Weight,Off-road Traction,5,14.0,,,15.0,,,,,,,,,11.0
Air Handling,Weight,Off-road Traction,10,12.0,,,18.0,,,,,,,,,12.0
Air Handling,Weight,Off-road Traction,9,13.0,,,14.0,,,,,,,,,12.0
Air Handling,Weight,Off-road Traction,35,16.0,,,9.0,,,,,,,,,12.0
Air Handling,Weight,Off-road Traction,33,15.0,,,10.0,,,,,,,,,12.0
Air Handling,Weight,Off-road Traction,32,14.0,,,12.0,,,,,,,,,12.0
Air Handling,Weight,Off-road Traction,12,10.0,,,20.0,,,,,,,,,13.0
Air Handling,Weight,Off-road Traction,7,13.0,,,9.0,,,,,,,,,13.0
Air Handling,Weight,Off-road Traction,23,14.0,,,6.0,,,,,,,,,13.0
Air Handling,Weight,Off-road Traction,24,15.0,,,5.0,,,,,,,,,13.0
Air Handling,Weight,Off-road Traction,3,12.0,,,13.0,,,,,,,,,13.0
Air Handling,Weight,Off-road Traction,14,11.0,,,19.0,,,,,,,,,13.0
Air Handling,Weight,Off-road Traction,13,9.0,,,20.0,,,,,,,,,14.0
Air Handling,Weight,Off-road Traction,6,11.0,,,10.0,,,,,,,,,14.0
Air Handling,Weight,Off-road Traction,8,12.0,,,9.0,,,,,,,,,14.0
Air Handling,Weight,Off-road Traction,15,10.0,,,19.0,,,,,,,,,14.0
